fund_type,code,name,today,net_value,accumulative_value,rate_day,rate_recent_week,rate_recent_month,rate_recent_3month,rate_recent_6month,rate_recent_year,rate_recent_2year,rate_recent_3year,rate_from_this_year,rate_from_begin,rate_buy,url
gp,"	161724",招商中证煤炭等权指数(LOF),2021/5/7,1.239,0.9067,4.73,9.2,13.32,32.05,37.86,74.9,34.55,33.46,13.92,-6.3,0.10%,"http://fund.eastmoney.com/	161724.html"
gp,"	161715",招商大宗商品(LOF),2021/5/7,1.3167,1.4552,2.32,4.63,7.65,15.2,26.75,56.1,49.03,29.09,16.84,53.26,0.12%,"http://fund.eastmoney.com/	161715.html"
gp,"	502023",鹏华国证钢铁行业指数(LOF),2021/5/6,1.744,1.209,5.12,4.24,11.22,32.42,34.15,63.93,47.81,24.69,33.23,24.41,0.12%,"http://fund.eastmoney.com/	502023.html"
gp,"	008189",国泰中证钢铁ETF联接A,2021/5/6,1.5695,1.5695,5.05,4.13,11.23,32.17,34.09,57.52,,,32.55,56.95,0.10%,"http://fund.eastmoney.com/	008189.html"
gp,"	008190",国泰中证钢铁ETF联接C,2021/5/6,1.5636,1.5636,5.05,4.13,11.19,32.07,33.89,57.07,,,32.42,56.36,0.00%,"http://fund.eastmoney.com/	008190.html"
gp,"	168203",中融国证钢铁行业指数,2021/5/6,1.236,1.236,5.01,4.13,10.36,30.66,32.78,56.05,39.64,1.87,32.9,-47.02,0.00%,"http://fund.eastmoney.com/	168203.html"
gp,"	005825",申万菱信智能驱动股票,2021/5/6,2.881,2.881,1.68,3.88,14.94,2.88,15.46,53.34,172.25,,4.09,188.1,0.15%,"http://fund.eastmoney.com/	005825.html"
gp,"	000828",泰达转型机遇,2021/5/6,2.22,2.44,0.32,2.83,11.11,-5.01,22.86,73.98,167.15,144.76,-1.6,166.77,0.12%,"http://fund.eastmoney.com/	000828.html"
gp,"	011631",东财有色增强C,2021/5/6,1.095,1.095,2.54,2.59,11.18,,,,,,,9.5,0.00%,"http://fund.eastmoney.com/	011631.html"
