code,name,fund_type,label,time,stock_code,stock_name,stock_proportion,stock_amount,stock_value
	003647,创金合信中证1000指数增强C,gp,2020年1季度股票投资明细,2020-03-31,	600529,山东药玻,0.95%,2.47,82.94
	003647,创金合信中证1000指数增强C,gp,2020年1季度股票投资明细,2020-03-31,	300737,科顺股份,0.83%,3.87,72.25
	003647,创金合信中证1000指数增强C,gp,2020年1季度股票投资明细,2020-03-31,	603609,禾丰牧业,0.80%,5.46,69.56
	003647,创金合信中证1000指数增强C,gp,2020年1季度股票投资明细,2020-03-31,	600320,振华重工,0.78%,21.09,68.12
	003647,创金合信中证1000指数增强C,gp,2020年1季度股票投资明细,2020-03-31,	603737,三棵树,0.78%,0.76,67.55
	001714,工银文体产业股票,gp,2020年1季度股票投资明细,2020-03-31,	300750,宁德时代,3.85%,147.97,"17,814.17"
	001714,工银文体产业股票,gp,2020年1季度股票投资明细,2020-03-31,	600887,伊利股份,3.28%,509.16,"15,203.43"
	001714,工银文体产业股票,gp,2020年1季度股票投资明细,2020-03-31,	000651,格力电器,3.15%,279.07,"14,567.45"
	001714,工银文体产业股票,gp,2020年1季度股票投资明细,2020-03-31,	600183,生益科技,3.08%,538.81,"14,262.25"
	001714,工银文体产业股票,gp,2020年1季度股票投资明细,2020-03-31,	600872,中炬高新,2.87%,278.54,"13,314.41"
	001714,工银文体产业股票,gp,2020年1季度股票投资明细,2020-03-31,	000063,中兴通讯,2.50%,270.54,"11,578.95"
	001714,工银文体产业股票,gp,2020年1季度股票投资明细,2020-03-31,	000858,五粮液,2.49%,100.19,"11,541.85"
	001714,工银文体产业股票,gp,2020年1季度股票投资明细,2020-03-31,	600298,安琪酵母,2.45%,321.90,"11,330.92"
	001714,工银文体产业股票,gp,2020年1季度股票投资明细,2020-03-31,	600104,上汽集团,2.31%,522.02,"10,701.44"
	001714,工银文体产业股票,gp,2020年1季度股票投资明细,2020-03-31,	600031,三一重工,2.30%,614.50,"10,630.83"
	161039,富国中证1000指数增强,gp,2020年1季度股票投资明细,2020-03-31,	688111,金山办公,3.22%,1.47,309.54
	161039,富国中证1000指数增强,gp,2020年1季度股票投资明细,2020-03-31,	600057,厦门象屿,1.27%,23.80,121.62
	161039,富国中证1000指数增强,gp,2020年1季度股票投资明细,2020-03-31,	603111,康尼机电,1.19%,16.23,114.42
	161039,富国中证1000指数增强,gp,2020年1季度股票投资明细,2020-03-31,	600720,祁连山,1.18%,8.70,113.45
	161039,富国中证1000指数增强,gp,2020年1季度股票投资明细,2020-03-31,	603737,三棵树,1.15%,1.24,110.21
	161039,富国中证1000指数增强,gp,2020年1季度股票投资明细,2020-03-31,	600894,广日股份,1.11%,14.65,106.65
	161039,富国中证1000指数增强,gp,2020年1季度股票投资明细,2020-03-31,	600984,建设机械,1.10%,8.56,106.06
	161039,富国中证1000指数增强,gp,2020年1季度股票投资明细,2020-03-31,	603127,昭衍新药,1.10%,1.46,105.56
	161039,富国中证1000指数增强,gp,2020年1季度股票投资明细,2020-03-31,	603609,禾丰牧业,1.10%,8.27,105.36
	161039,富国中证1000指数增强,gp,2020年1季度股票投资明细,2020-03-31,	300661,圣邦股份,1.09%,0.39,104.66
	006560,华夏四川国改ETF联接A,gp,2020年1季度股票投资明细,2020-03-31,	002935,天奥电子,0.40%,0.11,3.18
	006560,华夏四川国改ETF联接A,gp,2020年1季度股票投资明细,2020-03-31,	002480,新筑股份,0.29%,0.51,2.25
	006560,华夏四川国改ETF联接A,gp,2020年1季度股票投资明细,2020-03-31,	000568,泸州老窖,0.19%,0.02,1.47
	006560,华夏四川国改ETF联接A,gp,2020年1季度股票投资明细,2020-03-31,	002777,久远银海,0.05%,0.01,0.39
	006560,华夏四川国改ETF联接A,gp,2020年1季度股票投资明细,2020-03-31,	300678,中科信息,0.03%,0.01,0.21
	006560,华夏四川国改ETF联接A,gp,2020年1季度股票投资明细,2020-03-31,	000803,金宇车城,0.02%,0.01,0.12
	006560,华夏四川国改ETF联接A,gp,2020年1季度股票投资明细,2020-03-31,	600674,川投能源,0.01%,0.01,0.09
	006560,华夏四川国改ETF联接A,gp,2020年1季度股票投资明细,2020-03-31,	300019,硅宝科技,0.01%,0.01,0.09
	006560,华夏四川国改ETF联接A,gp,2020年1季度股票投资明细,2020-03-31,	600979,广安爱众,0.01%,0.02,0.08
	006560,华夏四川国改ETF联接A,gp,2020年1季度股票投资明细,2020-03-31,	600039,四川路桥,0.01%,0.02,0.08
	002194,北信瑞丰稳定增强,hh,2020年1季度股票投资明细,2020-03-31,	600519,贵州茅台,4.49%,1.00,"1,111.00"
	002194,北信瑞丰稳定增强,hh,2020年1季度股票投资明细,2020-03-31,	600276,恒瑞医药,3.35%,9.00,828.27
	002194,北信瑞丰稳定增强,hh,2020年1季度股票投资明细,2020-03-31,	600036,招商银行,3.26%,25.00,807.00
	002194,北信瑞丰稳定增强,hh,2020年1季度股票投资明细,2020-03-31,	600048,保利地产,2.40%,40.00,594.80
	002194,北信瑞丰稳定增强,hh,2020年1季度股票投资明细,2020-03-31,	601939,建设银行,2.31%,90.00,570.60
	002194,北信瑞丰稳定增强,hh,2020年1季度股票投资明细,2020-03-31,	601166,兴业银行,1.93%,30.00,477.30
	002194,北信瑞丰稳定增强,hh,2020年1季度股票投资明细,2020-03-31,	600030,中信证券,1.79%,20.00,443.20
	002194,北信瑞丰稳定增强,hh,2020年1季度股票投资明细,2020-03-31,	601318,中国平安,1.40%,5.00,345.85
	002194,北信瑞丰稳定增强,hh,2020年1季度股票投资明细,2020-03-31,	600585,海螺水泥,1.11%,5.00,275.50
	002194,北信瑞丰稳定增强,hh,2020年1季度股票投资明细,2020-03-31,	601186,中国铁建,0.79%,20.00,196.60
	003956,南方教育股票,gp,2020年1季度股票投资明细,2020-03-31,	300010,立思辰,7.29%,516.74,"7,968.17"
	003956,南方教育股票,gp,2020年1季度股票投资明细,2020-03-31,	688111,金山办公,7.01%,34.11,"7,657.00"
	003956,南方教育股票,gp,2020年1季度股票投资明细,2020-03-31,	002607,中公教育,6.47%,310.71,"7,074.89"
	003956,南方教育股票,gp,2020年1季度股票投资明细,2020-03-31,	603986,兆易创新,5.60%,25.77,"6,119.26"
	003956,南方教育股票,gp,2020年1季度股票投资明细,2020-03-31,	600636,三爱富,5.12%,497.71,"5,594.30"
	003956,南方教育股票,gp,2020年1季度股票投资明细,2020-03-31,	603501,韦尔股份,4.62%,32.41,"5,052.61"
	003956,南方教育股票,gp,2020年1季度股票投资明细,2020-03-31,	300573,兴齐眼药,4.49%,52.70,"4,906.68"
	003956,南方教育股票,gp,2020年1季度股票投资明细,2020-03-31,	603019,中科曙光,4.30%,107.53,"4,695.76"
	003956,南方教育股票,gp,2020年1季度股票投资明细,2020-03-31,	300659,中孚信息,4.06%,63.41,"4,438.70"
	003956,南方教育股票,gp,2020年1季度股票投资明细,2020-03-31,	300192,科斯伍德,4.01%,249.45,"4,380.34"
	005777,广发科技动力股票,gp,2020年1季度股票投资明细,2020-03-31,	03690,美团点评-W,10.52%,439.53,"37,609.71"
	005777,广发科技动力股票,gp,2020年1季度股票投资明细,2020-03-31,	00700,腾讯控股,10.01%,103.05,"35,798.41"
	005777,广发科技动力股票,gp,2020年1季度股票投资明细,2020-03-31,	002415,海康威视,6.10%,782.07,"21,819.69"
	005777,广发科技动力股票,gp,2020年1季度股票投资明细,2020-03-31,	600588,用友网络,5.66%,500.35,"20,244.03"
	005777,广发科技动力股票,gp,2020年1季度股票投资明细,2020-03-31,	02269,药明生物,5.23%,203.80,"18,714.31"
	005777,广发科技动力股票,gp,2020年1季度股票投资明细,2020-03-31,	300383,光环新网,4.50%,672.75,"16,098.95"
	005777,广发科技动力股票,gp,2020年1季度股票投资明细,2020-03-31,	600570,恒生电子,4.46%,181.30,"15,936.11"
	005777,广发科技动力股票,gp,2020年1季度股票投资明细,2020-03-31,	300760,迈瑞医疗,4.02%,54.98,"14,387.90"
	005777,广发科技动力股票,gp,2020年1季度股票投资明细,2020-03-31,	01177,中国生物制药,3.93%,"1,505.30","14,056.51"
	005777,广发科技动力股票,gp,2020年1季度股票投资明细,2020-03-31,	688018,乐鑫科技,3.82%,71.36,"13,650.50"
	006911,长江量化匠心甄选A,gp,2020年1季度股票投资明细,2020-03-31,	600120,浙江东方,1.62%,1.66,14.19
	006911,长江量化匠心甄选A,gp,2020年1季度股票投资明细,2020-03-31,	600276,恒瑞医药,1.58%,0.15,13.80
	006911,长江量化匠心甄选A,gp,2020年1季度股票投资明细,2020-03-31,	300498,温氏股份,1.55%,0.42,13.57
	006911,长江量化匠心甄选A,gp,2020年1季度股票投资明细,2020-03-31,	000690,宝新能源,1.55%,2.60,13.52
	006911,长江量化匠心甄选A,gp,2020年1季度股票投资明细,2020-03-31,	300251,光线传媒,1.54%,1.51,13.45
	006911,长江量化匠心甄选A,gp,2020年1季度股票投资明细,2020-03-31,	002714,牧原股份,1.54%,0.11,13.44
	006911,长江量化匠心甄选A,gp,2020年1季度股票投资明细,2020-03-31,	603712,七一二,1.48%,0.54,12.96
	006911,长江量化匠心甄选A,gp,2020年1季度股票投资明细,2020-03-31,	002182,云海金属,1.42%,1.33,12.40
	006911,长江量化匠心甄选A,gp,2020年1季度股票投资明细,2020-03-31,	600895,张江高科,1.42%,1.02,12.37
	006911,长江量化匠心甄选A,gp,2020年1季度股票投资明细,2020-03-31,	601012,隆基股份,1.39%,0.49,12.17
	006957,长江量化匠心甄选C,gp,2020年1季度股票投资明细,2020-03-31,	600120,浙江东方,1.62%,1.66,14.19
	006957,长江量化匠心甄选C,gp,2020年1季度股票投资明细,2020-03-31,	600276,恒瑞医药,1.58%,0.15,13.80
	006957,长江量化匠心甄选C,gp,2020年1季度股票投资明细,2020-03-31,	300498,温氏股份,1.55%,0.42,13.57
	006957,长江量化匠心甄选C,gp,2020年1季度股票投资明细,2020-03-31,	000690,宝新能源,1.55%,2.60,13.52
	006957,长江量化匠心甄选C,gp,2020年1季度股票投资明细,2020-03-31,	300251,光线传媒,1.54%,1.51,13.45
	006957,长江量化匠心甄选C,gp,2020年1季度股票投资明细,2020-03-31,	002714,牧原股份,1.54%,0.11,13.44
	006957,长江量化匠心甄选C,gp,2020年1季度股票投资明细,2020-03-31,	603712,七一二,1.48%,0.54,12.96
	006957,长江量化匠心甄选C,gp,2020年1季度股票投资明细,2020-03-31,	002182,云海金属,1.42%,1.33,12.40
	006957,长江量化匠心甄选C,gp,2020年1季度股票投资明细,2020-03-31,	600895,张江高科,1.42%,1.02,12.37
	006957,长江量化匠心甄选C,gp,2020年1季度股票投资明细,2020-03-31,	601012,隆基股份,1.39%,0.49,12.17
	370023,上投摩根中证消费服务指数,gp,2020年1季度股票投资明细,2020-03-31,	600276,恒瑞医药,5.17%,1.64,150.98
	370023,上投摩根中证消费服务指数,gp,2020年1季度股票投资明细,2020-03-31,	600519,贵州茅台,4.37%,0.11,127.54
	370023,上投摩根中证消费服务指数,gp,2020年1季度股票投资明细,2020-03-31,	601318,中国平安,3.87%,1.63,112.88
	370023,上投摩根中证消费服务指数,gp,2020年1季度股票投资明细,2020-03-31,	000858,五粮液,3.36%,0.85,98.06
	370023,上投摩根中证消费服务指数,gp,2020年1季度股票投资明细,2020-03-31,	600887,伊利股份,2.73%,2.67,79.59
	370023,上投摩根中证消费服务指数,gp,2020年1季度股票投资明细,2020-03-31,	000661,长春高新,2.57%,0.14,75.02
	370023,上投摩根中证消费服务指数,gp,2020年1季度股票投资明细,2020-03-31,	603259,药明康德,2.27%,0.73,66.24
	370023,上投摩根中证消费服务指数,gp,2020年1季度股票投资明细,2020-03-31,	601888,中国国旅,2.25%,0.98,65.79
	370023,上投摩根中证消费服务指数,gp,2020年1季度股票投资明细,2020-03-31,	600036,招商银行,2.01%,1.82,58.69
	370023,上投摩根中证消费服务指数,gp,2020年1季度股票投资明细,2020-03-31,	600570,恒生电子,1.94%,0.64,56.61
	000729,建信中小盘先锋股票,gp,2020年1季度股票投资明细,2020-03-31,	300122,智飞生物,6.93%,16.55,"1,115.30"
	000729,建信中小盘先锋股票,gp,2020年1季度股票投资明细,2020-03-31,	002174,游族网络,5.62%,48.13,904.44
	000729,建信中小盘先锋股票,gp,2020年1季度股票投资明细,2020-03-31,	002127,南极电商,4.08%,56.52,655.57
	000729,建信中小盘先锋股票,gp,2020年1季度股票投资明细,2020-03-31,	603444,吉比特,4.01%,1.57,644.31
	000729,建信中小盘先锋股票,gp,2020年1季度股票投资明细,2020-03-31,	000513,丽珠集团,3.92%,16.07,631.23
	000729,建信中小盘先锋股票,gp,2020年1季度股票投资明细,2020-03-31,	000661,长春高新,3.37%,0.99,542.52
	000729,建信中小盘先锋股票,gp,2020年1季度股票投资明细,2020-03-31,	002405,四维图新,2.84%,32.43,456.29
	000729,建信中小盘先锋股票,gp,2020年1季度股票投资明细,2020-03-31,	300604,长川科技,2.78%,19.72,447.23
	000729,建信中小盘先锋股票,gp,2020年1季度股票投资明细,2020-03-31,	688015,交控科技,2.73%,8.99,439.90
	000729,建信中小盘先锋股票,gp,2020年1季度股票投资明细,2020-03-31,	002373,千方科技,2.60%,20.50,418.20
	002288,中银稳进策略混合,hh,2020年1季度股票投资明细,2020-03-31,	600547,山东黄金,1.21%,4.69,161.05
	002288,中银稳进策略混合,hh,2020年1季度股票投资明细,2020-03-31,	600298,安琪酵母,1.16%,4.39,154.53
	002288,中银稳进策略混合,hh,2020年1季度股票投资明细,2020-03-31,	600900,长江电力,1.09%,8.41,145.41
	002288,中银稳进策略混合,hh,2020年1季度股票投资明细,2020-03-31,	600674,川投能源,1.09%,15.68,144.26
	002288,中银稳进策略混合,hh,2020年1季度股票投资明细,2020-03-31,	600886,国投电力,1.08%,17.99,142.84
	002288,中银稳进策略混合,hh,2020年1季度股票投资明细,2020-03-31,	600104,上汽集团,1.00%,6.47,132.64
	002288,中银稳进策略混合,hh,2020年1季度股票投资明细,2020-03-31,	601398,工商银行,1.00%,25.74,132.56
	002288,中银稳进策略混合,hh,2020年1季度股票投资明细,2020-03-31,	601288,农业银行,1.00%,39.33,132.53
	002288,中银稳进策略混合,hh,2020年1季度股票投资明细,2020-03-31,	000883,湖北能源,0.99%,37.29,132.01
	002288,中银稳进策略混合,hh,2020年1季度股票投资明细,2020-03-31,	000598,兴蓉环境,0.98%,28.58,130.61
	007903,长城量化小盘股票,gp,2020年1季度股票投资明细,2020-03-31,	002847,盐津铺子,1.24%,38.73,"2,163.07"
	007903,长城量化小盘股票,gp,2020年1季度股票投资明细,2020-03-31,	002557,洽洽食品,1.16%,44.92,"2,026.19"
	007903,长城量化小盘股票,gp,2020年1季度股票投资明细,2020-03-31,	300601,康泰生物,1.15%,17.48,"2,003.19"
	007903,长城量化小盘股票,gp,2020年1季度股票投资明细,2020-03-31,	002324,普利特,1.13%,107.39,"1,964.16"
	007903,长城量化小盘股票,gp,2020年1季度股票投资明细,2020-03-31,	603638,艾迪精密,1.09%,54.09,"1,903.98"
	007903,长城量化小盘股票,gp,2020年1季度股票投资明细,2020-03-31,	300759,康龙化成,1.09%,31.94,"1,895.00"
	007903,长城量化小盘股票,gp,2020年1季度股票投资明细,2020-03-31,	300699,光威复材,1.08%,37.82,"1,874.94"
	007903,长城量化小盘股票,gp,2020年1季度股票投资明细,2020-03-31,	600496,精工钢构,1.07%,471.14,"1,870.44"
	007903,长城量化小盘股票,gp,2020年1季度股票投资明细,2020-03-31,	300114,中航电测,1.02%,175.42,"1,773.50"
	007903,长城量化小盘股票,gp,2020年1季度股票投资明细,2020-03-31,	603208,江山欧派,0.99%,21.78,"1,719.00"
	257050,国联安主题驱动混合,hh,2020年1季度股票投资明细,2020-03-31,	600900,长江电力,4.22%,20.00,345.80
	257050,国联安主题驱动混合,hh,2020年1季度股票投资明细,2020-03-31,	600519,贵州茅台,4.21%,0.31,344.41
	257050,国联安主题驱动混合,hh,2020年1季度股票投资明细,2020-03-31,	600276,恒瑞医药,4.05%,3.60,331.31
	257050,国联安主题驱动混合,hh,2020年1季度股票投资明细,2020-03-31,	600845,宝信软件,3.98%,8.20,325.97
	257050,国联安主题驱动混合,hh,2020年1季度股票投资明细,2020-03-31,	600048,保利地产,3.54%,19.50,289.97
	257050,国联安主题驱动混合,hh,2020年1季度股票投资明细,2020-03-31,	600036,招商银行,3.15%,8.00,258.24
	257050,国联安主题驱动混合,hh,2020年1季度股票投资明细,2020-03-31,	601318,中国平安,3.04%,3.60,249.01
	257050,国联安主题驱动混合,hh,2020年1季度股票投资明细,2020-03-31,	600585,海螺水泥,2.86%,4.25,234.18
	257050,国联安主题驱动混合,hh,2020年1季度股票投资明细,2020-03-31,	601012,隆基股份,2.73%,9.00,223.56
	257050,国联安主题驱动混合,hh,2020年1季度股票投资明细,2020-03-31,	600305,恒顺醋业,2.56%,10.70,209.61
	001705,泓德战略转型股票,gp,2020年1季度股票投资明细,2020-03-31,	601012,隆基股份,6.59%,185.10,"4,597.85"
	001705,泓德战略转型股票,gp,2020年1季度股票投资明细,2020-03-31,	601318,中国平安,5.70%,57.55,"3,980.51"
	001705,泓德战略转型股票,gp,2020年1季度股票投资明细,2020-03-31,	603338,浙江鼎力,5.56%,67.64,"3,882.47"
	001705,泓德战略转型股票,gp,2020年1季度股票投资明细,2020-03-31,	300760,迈瑞医疗,5.35%,14.26,"3,731.95"
	001705,泓德战略转型股票,gp,2020年1季度股票投资明细,2020-03-31,	300750,宁德时代,4.24%,24.56,"2,956.49"
	001705,泓德战略转型股票,gp,2020年1季度股票投资明细,2020-03-31,	601100,恒立液压,4.22%,47.95,"2,948.80"
	001705,泓德战略转型股票,gp,2020年1季度股票投资明细,2020-03-31,	603517,绝味食品,4.18%,56.38,"2,917.82"
	001705,泓德战略转型股票,gp,2020年1季度股票投资明细,2020-03-31,	600779,水井坊,4.16%,67.43,"2,902.90"
	001705,泓德战略转型股票,gp,2020年1季度股票投资明细,2020-03-31,	300188,美亚柏科,4.02%,138.06,"2,806.68"
	001705,泓德战略转型股票,gp,2020年1季度股票投资明细,2020-03-31,	300124,汇川技术,3.93%,106.14,"2,743.69"
	005565,创金合信国证2000指数A,gp,2020年1季度股票投资明细,2020-03-31,	002031,巨轮智能,0.63%,3.57,6.78
	005565,创金合信国证2000指数A,gp,2020年1季度股票投资明细,2020-03-31,	603123,翠微股份,0.60%,0.61,6.41
	005565,创金合信国证2000指数A,gp,2020年1季度股票投资明细,2020-03-31,	000913,钱江摩托,0.59%,0.62,6.31
	005565,创金合信国证2000指数A,gp,2020年1季度股票投资明细,2020-03-31,	600693,东百集团,0.49%,1.06,5.31
	005565,创金合信国证2000指数A,gp,2020年1季度股票投资明细,2020-03-31,	300497,富祥药业,0.48%,0.19,5.15
	005565,创金合信国证2000指数A,gp,2020年1季度股票投资明细,2020-03-31,	300702,天宇股份,0.48%,0.06,5.13
	005565,创金合信国证2000指数A,gp,2020年1季度股票投资明细,2020-03-31,	600382,广东明珠,0.47%,0.84,5.11
	005565,创金合信国证2000指数A,gp,2020年1季度股票投资明细,2020-03-31,	000529,广弘控股,0.47%,0.73,5.04
	005565,创金合信国证2000指数A,gp,2020年1季度股票投资明细,2020-03-31,	000042,中洲控股,0.47%,0.55,5.04
	005565,创金合信国证2000指数A,gp,2020年1季度股票投资明细,2020-03-31,	002928,华夏航空,0.46%,0.38,4.95
	001396,建信互联网+产业升级股票,gp,2020年1季度股票投资明细,2020-03-31,	002624,完美世界,7.44%,136.15,"6,473.79"
	001396,建信互联网+产业升级股票,gp,2020年1季度股票投资明细,2020-03-31,	600519,贵州茅台,5.97%,4.67,"5,188.37"
	001396,建信互联网+产业升级股票,gp,2020年1季度股票投资明细,2020-03-31,	002714,牧原股份,5.31%,37.81,"4,620.22"
	001396,建信互联网+产业升级股票,gp,2020年1季度股票投资明细,2020-03-31,	603429,集友股份,4.54%,111.02,"3,952.26"
	001396,建信互联网+产业升级股票,gp,2020年1季度股票投资明细,2020-03-31,	002475,立讯精密,4.28%,97.50,"3,720.56"
	001396,建信互联网+产业升级股票,gp,2020年1季度股票投资明细,2020-03-31,	000002,万科A,4.16%,140.94,"3,615.15"
	001396,建信互联网+产业升级股票,gp,2020年1季度股票投资明细,2020-03-31,	600703,三安光电,3.53%,160.36,"3,070.89"
	001396,建信互联网+产业升级股票,gp,2020年1季度股票投资明细,2020-03-31,	600048,保利地产,3.34%,195.49,"2,906.94"
	001396,建信互联网+产业升级股票,gp,2020年1季度股票投资明细,2020-03-31,	000671,阳光城,3.20%,397.55,"2,778.90"
	001396,建信互联网+产业升级股票,gp,2020年1季度股票投资明细,2020-03-31,	002399,海普瑞,2.99%,126.36,"2,603.02"
	007133,嘉实长青竞争优势股票A,gp,2020年1季度股票投资明细,2020-03-31,	300122,智飞生物,2.36%,3.47,233.84
	007133,嘉实长青竞争优势股票A,gp,2020年1季度股票投资明细,2020-03-31,	002311,海大集团,2.22%,5.47,219.89
	007133,嘉实长青竞争优势股票A,gp,2020年1季度股票投资明细,2020-03-31,	000858,五粮液,2.11%,1.82,209.66
	007133,嘉实长青竞争优势股票A,gp,2020年1季度股票投资明细,2020-03-31,	002007,华兰生物,2.11%,4.38,209.65
	007133,嘉实长青竞争优势股票A,gp,2020年1季度股票投资明细,2020-03-31,	000568,泸州老窖,2.04%,2.75,202.54
	007133,嘉实长青竞争优势股票A,gp,2020年1季度股票投资明细,2020-03-31,	002607,中公教育,2.01%,8.75,199.24
	007133,嘉实长青竞争优势股票A,gp,2020年1季度股票投资明细,2020-03-31,	600887,伊利股份,1.98%,6.57,196.18
	007133,嘉实长青竞争优势股票A,gp,2020年1季度股票投资明细,2020-03-31,	002818,富森美,1.96%,16.09,193.99
	007133,嘉实长青竞争优势股票A,gp,2020年1季度股票投资明细,2020-03-31,	603444,吉比特,1.94%,0.47,192.88
	007133,嘉实长青竞争优势股票A,gp,2020年1季度股票投资明细,2020-03-31,	600167,联美控股,1.94%,13.78,192.37
	001637,嘉实腾讯自选股大数据策略股票,gp,2020年1季度股票投资明细,2020-03-31,	600466,蓝光发展,1.82%,51.09,308.07
	001637,嘉实腾讯自选股大数据策略股票,gp,2020年1季度股票投资明细,2020-03-31,	002204,大连重工,1.71%,98.12,288.47
	001637,嘉实腾讯自选股大数据策略股票,gp,2020年1季度股票投资明细,2020-03-31,	002025,航天电器,1.57%,10.94,265.95
	001637,嘉实腾讯自选股大数据策略股票,gp,2020年1季度股票投资明细,2020-03-31,	002130,沃尔核材,1.46%,55.88,246.43
	001637,嘉实腾讯自选股大数据策略股票,gp,2020年1季度股票投资明细,2020-03-31,	300369,绿盟科技,1.37%,12.30,231.36
	001637,嘉实腾讯自选股大数据策略股票,gp,2020年1季度股票投资明细,2020-03-31,	300036,超图软件,1.35%,10.04,227.51
	001637,嘉实腾讯自选股大数据策略股票,gp,2020年1季度股票投资明细,2020-03-31,	600030,中信证券,1.34%,10.20,226.03
	001637,嘉实腾讯自选股大数据策略股票,gp,2020年1季度股票投资明细,2020-03-31,	600100,同方股份,1.20%,25.47,203.00
	001637,嘉实腾讯自选股大数据策略股票,gp,2020年1季度股票投资明细,2020-03-31,	002318,久立特材,1.19%,27.06,200.51
	001637,嘉实腾讯自选股大数据策略股票,gp,2020年1季度股票投资明细,2020-03-31,	300014,亿纬锂能,1.17%,3.41,198.16
	003069,光大保德信创业板量化优选A,gp,2020年1季度股票投资明细,2020-03-31,	300760,迈瑞医疗,4.17%,2.99,782.48
	003069,光大保德信创业板量化优选A,gp,2020年1季度股票投资明细,2020-03-31,	300498,温氏股份,4.12%,23.92,772.70
	003069,光大保德信创业板量化优选A,gp,2020年1季度股票投资明细,2020-03-31,	300059,东方财富,3.13%,36.64,588.15
	003069,光大保德信创业板量化优选A,gp,2020年1季度股票投资明细,2020-03-31,	300526,中潜股份,3.11%,3.54,584.06
	003069,光大保德信创业板量化优选A,gp,2020年1季度股票投资明细,2020-03-31,	300014,亿纬锂能,2.31%,7.46,433.62
	003069,光大保德信创业板量化优选A,gp,2020年1季度股票投资明细,2020-03-31,	300433,蓝思科技,2.20%,28.36,412.92
	003069,光大保德信创业板量化优选A,gp,2020年1季度股票投资明细,2020-03-31,	300454,深信服,1.95%,2.32,366.70
	003069,光大保德信创业板量化优选A,gp,2020年1季度股票投资明细,2020-03-31,	300750,宁德时代,1.75%,2.72,327.76
	003069,光大保德信创业板量化优选A,gp,2020年1季度股票投资明细,2020-03-31,	300630,普利制药,1.64%,4.82,307.59
	003069,光大保德信创业板量化优选A,gp,2020年1季度股票投资明细,2020-03-31,	300347,泰格医药,1.53%,4.47,286.30
	002952,建信多因子量化股票,gp,2020年1季度股票投资明细,2020-03-31,	600519,贵州茅台,6.88%,0.35,388.85
	002952,建信多因子量化股票,gp,2020年1季度股票投资明细,2020-03-31,	601658,邮储银行,3.65%,39.83,206.31
	002952,建信多因子量化股票,gp,2020年1季度股票投资明细,2020-03-31,	600048,保利地产,3.17%,12.05,179.18
	002952,建信多因子量化股票,gp,2020年1季度股票投资明细,2020-03-31,	600276,恒瑞医药,3.11%,1.91,175.78
	002952,建信多因子量化股票,gp,2020年1季度股票投资明细,2020-03-31,	600031,三一重工,1.97%,6.44,111.41
	002952,建信多因子量化股票,gp,2020年1季度股票投资明细,2020-03-31,	601066,中信建投,1.79%,3.25,100.85
	002952,建信多因子量化股票,gp,2020年1季度股票投资明细,2020-03-31,	600763,通策医疗,1.76%,0.92,99.16
	002952,建信多因子量化股票,gp,2020年1季度股票投资明细,2020-03-31,	601318,中国平安,1.60%,1.31,90.61
	002952,建信多因子量化股票,gp,2020年1季度股票投资明细,2020-03-31,	600887,伊利股份,1.56%,2.96,88.39
	002952,建信多因子量化股票,gp,2020年1季度股票投资明细,2020-03-31,	603259,药明康德,1.49%,0.93,84.16
	002978,广发医药卫生联接C,gp,2020年1季度股票投资明细,2020-03-31,	600276,恒瑞医药,0.07%,1.13,103.99
	002978,广发医药卫生联接C,gp,2020年1季度股票投资明细,2020-03-31,	000661,长春高新,0.06%,0.18,100.23
	002978,广发医药卫生联接C,gp,2020年1季度股票投资明细,2020-03-31,	300760,迈瑞医疗,0.06%,0.38,99.45
	002978,广发医药卫生联接C,gp,2020年1季度股票投资明细,2020-03-31,	000538,云南白药,0.06%,1.15,98.38
	002978,广发医药卫生联接C,gp,2020年1季度股票投资明细,2020-03-31,	300142,沃森生物,0.06%,3.09,97.83
	002978,广发医药卫生联接C,gp,2020年1季度股票投资明细,2020-03-31,	603259,药明康德,0.06%,1.06,95.92
	002978,广发医药卫生联接C,gp,2020年1季度股票投资明细,2020-03-31,	300015,爱尔眼科,0.06%,2.42,95.34
	002978,广发医药卫生联接C,gp,2020年1季度股票投资明细,2020-03-31,	002007,华兰生物,0.06%,1.87,89.49
	002978,广发医药卫生联接C,gp,2020年1季度股票投资明细,2020-03-31,	300347,泰格医药,0.05%,1.34,85.51
	002978,广发医药卫生联接C,gp,2020年1季度股票投资明细,2020-03-31,	300003,乐普医疗,0.05%,2.21,80.05
	100032,富国中证红利指数增强A,gp,2020年1季度股票投资明细,2020-03-31,	002110,三钢闽光,2.17%,"1,055.71","8,414.01"
	100032,富国中证红利指数增强A,gp,2020年1季度股票投资明细,2020-03-31,	002367,康力电梯,1.91%,903.80,"7,374.98"
	100032,富国中证红利指数增强A,gp,2020年1季度股票投资明细,2020-03-31,	601636,旗滨集团,1.85%,"1,479.23","7,144.68"
	100032,富国中证红利指数增强A,gp,2020年1季度股票投资明细,2020-03-31,	603328,依顿电子,1.79%,693.08,"6,928.66"
	100032,富国中证红利指数增强A,gp,2020年1季度股票投资明细,2020-03-31,	600507,方大特钢,1.71%,817.57,"6,605.98"
	100032,富国中证红利指数增强A,gp,2020年1季度股票投资明细,2020-03-31,	601818,光大银行,1.66%,"1,784.79","6,443.09"
