code,name,fund_type,label,time,stock_code,stock_name,stock_proportion,stock_amount,stock_value
	001218,国投瑞银精选收益混合,hh,2020年1季度股票投资明细,2020-03-31,	603517,绝味食品,9.93%,107.49,"5,562.47"
	001218,国投瑞银精选收益混合,hh,2020年1季度股票投资明细,2020-03-31,	300558,贝达药业,7.82%,62.41,"4,381.19"
	001218,国投瑞银精选收益混合,hh,2020年1季度股票投资明细,2020-03-31,	002541,鸿路钢构,7.66%,286.46,"4,291.17"
	001218,国投瑞银精选收益混合,hh,2020年1季度股票投资明细,2020-03-31,	603228,景旺电子,7.43%,95.19,"4,164.68"
	001218,国投瑞银精选收益混合,hh,2020年1季度股票投资明细,2020-03-31,	603708,家家悦,6.80%,117.88,"3,807.60"
	001218,国投瑞银精选收益混合,hh,2020年1季度股票投资明细,2020-03-31,	001914,招商积余,4.99%,118.47,"2,794.71"
	001218,国投瑞银精选收益混合,hh,2020年1季度股票投资明细,2020-03-31,	002597,金禾实业,4.81%,133.19,"2,695.77"
	001218,国投瑞银精选收益混合,hh,2020年1季度股票投资明细,2020-03-31,	603018,中设集团,4.72%,192.07,"2,646.70"
	001218,国投瑞银精选收益混合,hh,2020年1季度股票投资明细,2020-03-31,	002912,中新赛克,4.20%,15.62,"2,351.28"
	001218,国投瑞银精选收益混合,hh,2020年1季度股票投资明细,2020-03-31,	002968,新大正,3.78%,32.84,"2,118.18"
	004448,博时汇智回报灵活配置混合,hh,2020年1季度股票投资明细,2020-03-31,	300014,亿纬锂能,6.88%,12.79,743.23
	004448,博时汇智回报灵活配置混合,hh,2020年1季度股票投资明细,2020-03-31,	002291,星期六,6.80%,33.09,734.27
	004448,博时汇智回报灵活配置混合,hh,2020年1季度股票投资明细,2020-03-31,	002475,立讯精密,6.04%,17.09,652.31
	004448,博时汇智回报灵活配置混合,hh,2020年1季度股票投资明细,2020-03-31,	603986,兆易创新,3.88%,1.73,418.68
	004448,博时汇智回报灵活配置混合,hh,2020年1季度股票投资明细,2020-03-31,	002555,三七互娱,3.00%,9.93,324.15
	004448,博时汇智回报灵活配置混合,hh,2020年1季度股票投资明细,2020-03-31,	300122,智飞生物,2.07%,3.32,223.73
	004448,博时汇智回报灵活配置混合,hh,2020年1季度股票投资明细,2020-03-31,	600276,恒瑞医药,2.06%,2.42,222.71
	004448,博时汇智回报灵活配置混合,hh,2020年1季度股票投资明细,2020-03-31,	002044,美年健康,1.99%,18.22,215.18
	004448,博时汇智回报灵活配置混合,hh,2020年1季度股票投资明细,2020-03-31,	300413,芒果超媒,1.99%,4.92,214.46
	004448,博时汇智回报灵活配置混合,hh,2020年1季度股票投资明细,2020-03-31,	300496,中科创达,1.91%,3.93,206.33
	121005,国投瑞银创新动力混合,hh,2020年1季度股票投资明细,2020-03-31,	603517,绝味食品,9.90%,220.94,"11,433.58"
	121005,国投瑞银创新动力混合,hh,2020年1季度股票投资明细,2020-03-31,	300558,贝达药业,7.82%,128.70,"9,034.74"
	121005,国投瑞银创新动力混合,hh,2020年1季度股票投资明细,2020-03-31,	002541,鸿路钢构,7.62%,587.68,"8,803.43"
	121005,国投瑞银创新动力混合,hh,2020年1季度股票投资明细,2020-03-31,	603228,景旺电子,7.43%,196.32,"8,589.00"
	121005,国投瑞银创新动力混合,hh,2020年1季度股票投资明细,2020-03-31,	603708,家家悦,6.63%,237.27,"7,663.85"
	121005,国投瑞银创新动力混合,hh,2020年1季度股票投资明细,2020-03-31,	001914,招商积余,4.90%,240.11,"5,664.19"
	121005,国投瑞银创新动力混合,hh,2020年1季度股票投资明细,2020-03-31,	002597,金禾实业,4.74%,270.58,"5,476.54"
	121005,国投瑞银创新动力混合,hh,2020年1季度股票投资明细,2020-03-31,	603018,中设集团,4.65%,390.19,"5,376.77"
	121005,国投瑞银创新动力混合,hh,2020年1季度股票投资明细,2020-03-31,	002912,中新赛克,4.45%,34.17,"5,143.38"
	121005,国投瑞银创新动力混合,hh,2020年1季度股票投资明细,2020-03-31,	002968,新大正,3.81%,68.18,"4,397.58"
	007519,东方阿尔法优选混合C,hh,2020年1季度股票投资明细,2020-03-31,	002127,南极电商,9.80%,133.60,"1,549.76"
	007519,东方阿尔法优选混合C,hh,2020年1季度股票投资明细,2020-03-31,	002714,牧原股份,9.79%,12.67,"1,548.40"
	007519,东方阿尔法优选混合C,hh,2020年1季度股票投资明细,2020-03-31,	300003,乐普医疗,9.16%,40.00,"1,448.80"
	007519,东方阿尔法优选混合C,hh,2020年1季度股票投资明细,2020-03-31,	300815,玉禾田,9.07%,12.58,"1,433.74"
	007519,东方阿尔法优选混合C,hh,2020年1季度股票投资明细,2020-03-31,	300059,东方财富,8.26%,81.36,"1,305.83"
	007519,东方阿尔法优选混合C,hh,2020年1季度股票投资明细,2020-03-31,	002481,双塔食品,7.71%,110.35,"1,218.26"
	007519,东方阿尔法优选混合C,hh,2020年1季度股票投资明细,2020-03-31,	06186,中国飞鹤,7.53%,93.70,"1,190.03"
	007519,东方阿尔法优选混合C,hh,2020年1季度股票投资明细,2020-03-31,	300624,万兴科技,7.28%,14.96,"1,151.17"
	007519,东方阿尔法优选混合C,hh,2020年1季度股票投资明细,2020-03-31,	002683,宏大爆破,7.14%,50.00,"1,128.50"
	007519,东方阿尔法优选混合C,hh,2020年1季度股票投资明细,2020-03-31,	002847,盐津铺子,6.40%,18.13,"1,012.56"
	050026,博时医疗保健行业混合A,hh,2020年1季度股票投资明细,2020-03-31,	000661,长春高新,9.32%,58.81,"32,230.51"
	050026,博时医疗保健行业混合A,hh,2020年1季度股票投资明细,2020-03-31,	600276,恒瑞医药,8.99%,337.76,"31,084.40"
	050026,博时医疗保健行业混合A,hh,2020年1季度股票投资明细,2020-03-31,	300760,迈瑞医疗,8.41%,111.10,"29,073.67"
	050026,博时医疗保健行业混合A,hh,2020年1季度股票投资明细,2020-03-31,	300676,华大基因,5.09%,207.74,"17,595.59"
	050026,博时医疗保健行业混合A,hh,2020年1季度股票投资明细,2020-03-31,	603882,金域医学,4.62%,284.06,"15,989.98"
	050026,博时医疗保健行业混合A,hh,2020年1季度股票投资明细,2020-03-31,	300482,万孚生物,3.94%,175.95,"13,639.26"
	050026,博时医疗保健行业混合A,hh,2020年1季度股票投资明细,2020-03-31,	300573,兴齐眼药,3.42%,126.92,"11,817.75"
	050026,博时医疗保健行业混合A,hh,2020年1季度股票投资明细,2020-03-31,	603658,安图生物,3.09%,91.76,"10,689.54"
	050026,博时医疗保健行业混合A,hh,2020年1季度股票投资明细,2020-03-31,	600216,浙江医药,2.55%,469.60,"8,805.04"
	050026,博时医疗保健行业混合A,hh,2020年1季度股票投资明细,2020-03-31,	300463,迈克生物,2.44%,303.55,"8,447.89"
	002943,广发多因子混合,hh,2020年1季度股票投资明细,2020-03-31,	300463,迈克生物,5.39%,26.20,729.15
	002943,广发多因子混合,hh,2020年1季度股票投资明细,2020-03-31,	300696,爱乐达,5.19%,18.37,702.58
	002943,广发多因子混合,hh,2020年1季度股票投资明细,2020-03-31,	002028,思源电气,5.07%,38.11,686.33
	002943,广发多因子混合,hh,2020年1季度股票投资明细,2020-03-31,	600612,老凤祥,5.06%,17.08,684.22
	002943,广发多因子混合,hh,2020年1季度股票投资明细,2020-03-31,	000976,华铁股份,5.05%,136.43,683.51
	002943,广发多因子混合,hh,2020年1季度股票投资明细,2020-03-31,	000002,万科A,4.99%,26.30,674.60
	002943,广发多因子混合,hh,2020年1季度股票投资明细,2020-03-31,	002585,双星新材,4.96%,132.55,670.70
	002943,广发多因子混合,hh,2020年1季度股票投资明细,2020-03-31,	002734,利民股份,4.95%,40.93,670.02
	002943,广发多因子混合,hh,2020年1季度股票投资明细,2020-03-31,	603018,中设集团,4.93%,48.40,666.95
	002943,广发多因子混合,hh,2020年1季度股票投资明细,2020-03-31,	600988,赤峰黄金,4.93%,79.46,666.67
	004559,汇安丰裕灵活配置混合C,hh,2020年1季度股票投资明细,2020-03-31,	300573,兴齐眼药,9.19%,11.00,"1,024.21"
	004559,汇安丰裕灵活配置混合C,hh,2020年1季度股票投资明细,2020-03-31,	603195,公牛集团,5.75%,4.14,640.94
	004559,汇安丰裕灵活配置混合C,hh,2020年1季度股票投资明细,2020-03-31,	300083,劲胜智能,4.89%,125.00,545.00
	004559,汇安丰裕灵活配置混合C,hh,2020年1季度股票投资明细,2020-03-31,	600216,浙江医药,4.88%,28.99,543.64
	004559,汇安丰裕灵活配置混合C,hh,2020年1季度股票投资明细,2020-03-31,	603612,索通发展,4.67%,49.40,521.15
	004559,汇安丰裕灵活配置混合C,hh,2020年1季度股票投资明细,2020-03-31,	300676,华大基因,4.56%,6.00,508.20
	004559,汇安丰裕灵活配置混合C,hh,2020年1季度股票投资明细,2020-03-31,	603393,新天然气,4.42%,13.00,493.22
	004559,汇安丰裕灵活配置混合C,hh,2020年1季度股票投资明细,2020-03-31,	300737,科顺股份,4.19%,25.00,466.75
	004559,汇安丰裕灵活配置混合C,hh,2020年1季度股票投资明细,2020-03-31,	300601,康泰生物,3.90%,3.79,434.33
	004559,汇安丰裕灵活配置混合C,hh,2020年1季度股票投资明细,2020-03-31,	300548,博创科技,3.01%,4.00,335.20
	673050,西部利得新盈混合,hh,2020年1季度股票投资明细,2020-03-31,	600276,恒瑞医药,3.39%,6.00,552.18
	673050,西部利得新盈混合,hh,2020年1季度股票投资明细,2020-03-31,	601816,京沪高铁,3.13%,90.65,509.47
	673050,西部利得新盈混合,hh,2020年1季度股票投资明细,2020-03-31,	603658,安图生物,2.79%,3.90,454.31
	673050,西部利得新盈混合,hh,2020年1季度股票投资明细,2020-03-31,	603666,亿嘉和,2.73%,5.00,445.50
	673050,西部利得新盈混合,hh,2020年1季度股票投资明细,2020-03-31,	603288,海天味业,2.69%,3.50,438.10
	673050,西部利得新盈混合,hh,2020年1季度股票投资明细,2020-03-31,	300550,和仁科技,2.69%,15.80,437.98
	673050,西部利得新盈混合,hh,2020年1季度股票投资明细,2020-03-31,	601658,邮储银行,2.53%,79.66,412.63
	673050,西部利得新盈混合,hh,2020年1季度股票投资明细,2020-03-31,	002311,海大集团,2.47%,10.00,402.00
	673050,西部利得新盈混合,hh,2020年1季度股票投资明细,2020-03-31,	603899,晨光文具,2.41%,8.50,393.55
	673050,西部利得新盈混合,hh,2020年1季度股票投资明细,2020-03-31,	600585,海螺水泥,2.03%,6.00,330.60
	005730,国泰江源优势精选混合,hh,2020年1季度股票投资明细,2020-03-31,	002511,中顺洁柔,6.71%,280.00,"4,746.00"
	005730,国泰江源优势精选混合,hh,2020年1季度股票投资明细,2020-03-31,	000860,顺鑫农业,6.07%,70.00,"4,297.35"
	005730,国泰江源优势精选混合,hh,2020年1季度股票投资明细,2020-03-31,	601933,永辉超市,5.50%,380.00,"3,891.20"
	005730,国泰江源优势精选混合,hh,2020年1季度股票投资明细,2020-03-31,	002507,涪陵榨菜,5.35%,120.01,"3,784.96"
	005730,国泰江源优势精选混合,hh,2020年1季度股票投资明细,2020-03-31,	002714,牧原股份,5.18%,30.00,"3,666.30"
	005730,国泰江源优势精选混合,hh,2020年1季度股票投资明细,2020-03-31,	600872,中炬高新,5.07%,75.00,"3,585.00"
	005730,国泰江源优势精选混合,hh,2020年1季度股票投资明细,2020-03-31,	000401,冀东水泥,4.85%,175.01,"3,431.91"
	005730,国泰江源优势精选混合,hh,2020年1季度股票投资明细,2020-03-31,	600406,国电南瑞,4.47%,160.00,"3,160.00"
	005730,国泰江源优势精选混合,hh,2020年1季度股票投资明细,2020-03-31,	000895,双汇发展,4.44%,80.01,"3,144.21"
	005730,国泰江源优势精选混合,hh,2020年1季度股票投资明细,2020-03-31,	002043,兔宝宝,4.33%,410.00,"3,062.70"
	001128,宝盈新兴产业混合,hh,2020年1季度股票投资明细,2020-03-31,	600276,恒瑞医药,9.63%,126.64,"11,654.58"
	001128,宝盈新兴产业混合,hh,2020年1季度股票投资明细,2020-03-31,	000661,长春高新,9.57%,21.14,"11,582.36"
	001128,宝盈新兴产业混合,hh,2020年1季度股票投资明细,2020-03-31,	300015,爱尔眼科,7.96%,244.69,"9,635.70"
	001128,宝盈新兴产业混合,hh,2020年1季度股票投资明细,2020-03-31,	300413,芒果超媒,7.23%,200.78,"8,751.87"
	001128,宝盈新兴产业混合,hh,2020年1季度股票投资明细,2020-03-31,	603658,安图生物,7.03%,73.03,"8,507.58"
	001128,宝盈新兴产业混合,hh,2020年1季度股票投资明细,2020-03-31,	000333,美的集团,5.60%,140.00,"6,778.80"
	001128,宝盈新兴产业混合,hh,2020年1季度股票投资明细,2020-03-31,	300347,泰格医药,5.23%,98.81,"6,328.52"
	001128,宝盈新兴产业混合,hh,2020年1季度股票投资明细,2020-03-31,	001914,招商积余,5.06%,259.57,"6,123.15"
	001128,宝盈新兴产业混合,hh,2020年1季度股票投资明细,2020-03-31,	603883,老百姓,4.98%,77.34,"6,024.58"
	001128,宝盈新兴产业混合,hh,2020年1季度股票投资明细,2020-03-31,	600161,天坛生物,3.09%,102.93,"3,744.65"
	310308,申万菱信盛利精选混合,hh,2020年1季度股票投资明细,2020-03-31,	300122,智飞生物,7.56%,112.50,"7,581.47"
	310308,申万菱信盛利精选混合,hh,2020年1季度股票投资明细,2020-03-31,	002568,百润股份,6.98%,206.21,"7,005.02"
	310308,申万菱信盛利精选混合,hh,2020年1季度股票投资明细,2020-03-31,	688363,华熙生物,6.19%,81.28,"6,204.74"
	310308,申万菱信盛利精选混合,hh,2020年1季度股票投资明细,2020-03-31,	300737,科顺股份,5.77%,310.05,"5,788.65"
	310308,申万菱信盛利精选混合,hh,2020年1季度股票投资明细,2020-03-31,	603259,药明康德,5.30%,58.76,"5,316.95"
	310308,申万菱信盛利精选混合,hh,2020年1季度股票投资明细,2020-03-31,	300529,健帆生物,5.11%,54.11,"5,122.12"
	310308,申万菱信盛利精选混合,hh,2020年1季度股票投资明细,2020-03-31,	603520,司太立,5.04%,85.72,"5,056.04"
	310308,申万菱信盛利精选混合,hh,2020年1季度股票投资明细,2020-03-31,	603338,浙江鼎力,3.91%,68.28,"3,919.05"
	310308,申万菱信盛利精选混合,hh,2020年1季度股票投资明细,2020-03-31,	300015,爱尔眼科,2.75%,70.12,"2,761.33"
	310308,申万菱信盛利精选混合,hh,2020年1季度股票投资明细,2020-03-31,	000860,顺鑫农业,2.01%,32.77,"2,011.75"
	090015,大成内需增长混合A,hh,2020年1季度股票投资明细,2020-03-31,	600519,贵州茅台,9.73%,2.44,"2,710.84"
	090015,大成内需增长混合A,hh,2020年1季度股票投资明细,2020-03-31,	300760,迈瑞医疗,5.62%,5.98,"1,564.97"
	090015,大成内需增长混合A,hh,2020年1季度股票投资明细,2020-03-31,	002555,三七互娱,4.78%,40.80,"1,332.53"
	090015,大成内需增长混合A,hh,2020年1季度股票投资明细,2020-03-31,	600436,片仔癀,4.06%,9.10,"1,131.13"
	090015,大成内需增长混合A,hh,2020年1季度股票投资明细,2020-03-31,	603517,绝味食品,3.65%,19.67,"1,017.74"
	090015,大成内需增长混合A,hh,2020年1季度股票投资明细,2020-03-31,	600690,海尔智家,3.60%,69.72,"1,003.97"
	090015,大成内需增长混合A,hh,2020年1季度股票投资明细,2020-03-31,	002607,中公教育,3.32%,40.62,924.92
	090015,大成内需增长混合A,hh,2020年1季度股票投资明细,2020-03-31,	300144,宋城演艺,3.23%,35.99,899.03
	090015,大成内需增长混合A,hh,2020年1季度股票投资明细,2020-03-31,	600276,恒瑞医药,3.15%,9.54,877.97
	090015,大成内需增长混合A,hh,2020年1季度股票投资明细,2020-03-31,	300451,创业慧康,3.11%,41.87,866.29
	673043,西部利得行业主题优选混合C,hh,2020年1季度股票投资明细,2020-03-31,	603666,亿嘉和,2.92%,9.90,881.91
	673043,西部利得行业主题优选混合C,hh,2020年1季度股票投资明细,2020-03-31,	300550,和仁科技,2.76%,30.00,831.58
	673043,西部利得行业主题优选混合C,hh,2020年1季度股票投资明细,2020-03-31,	002311,海大集团,2.13%,16.00,643.20
	673043,西部利得行业主题优选混合C,hh,2020年1季度股票投资明细,2020-03-31,	603288,海天味业,2.07%,5.00,625.85
	673043,西部利得行业主题优选混合C,hh,2020年1季度股票投资明细,2020-03-31,	603899,晨光文具,1.92%,12.50,578.75
	673043,西部利得行业主题优选混合C,hh,2020年1季度股票投资明细,2020-03-31,	600276,恒瑞医药,1.83%,6.00,552.18
	673043,西部利得行业主题优选混合C,hh,2020年1季度股票投资明细,2020-03-31,	603568,伟明环保,1.80%,19.00,541.88
	673043,西部利得行业主题优选混合C,hh,2020年1季度股票投资明细,2020-03-31,	601816,京沪高铁,1.69%,90.65,509.47
	673043,西部利得行业主题优选混合C,hh,2020年1季度股票投资明细,2020-03-31,	603317,天味食品,1.66%,10.00,499.80
	673043,西部利得行业主题优选混合C,hh,2020年1季度股票投资明细,2020-03-31,	603345,安井食品,1.54%,5.43,466.00
	001076,易方达改革红利混合,hh,2020年1季度股票投资明细,2020-03-31,	600519,贵州茅台,10.18%,10.00,"11,114.89"
	001076,易方达改革红利混合,hh,2020年1季度股票投资明细,2020-03-31,	000568,泸州老窖,9.93%,147.19,"10,840.60"
	001076,易方达改革红利混合,hh,2020年1季度股票投资明细,2020-03-31,	000858,五粮液,9.80%,92.88,"10,699.98"
	001076,易方达改革红利混合,hh,2020年1季度股票投资明细,2020-03-31,	000651,格力电器,9.33%,195.02,"10,179.98"
	001076,易方达改革红利混合,hh,2020年1季度股票投资明细,2020-03-31,	000333,美的集团,5.87%,132.25,"6,403.32"
	001076,易方达改革红利混合,hh,2020年1季度股票投资明细,2020-03-31,	600161,天坛生物,5.46%,163.82,"5,959.90"
	001076,易方达改革红利混合,hh,2020年1季度股票投资明细,2020-03-31,	002304,洋河股份,5.07%,66.02,"5,537.47"
	001076,易方达改革红利混合,hh,2020年1季度股票投资明细,2020-03-31,	600004,白云机场,4.87%,423.30,"5,312.40"
	001076,易方达改革红利混合,hh,2020年1季度股票投资明细,2020-03-31,	600009,上海机场,4.83%,86.78,"5,276.83"
	001076,易方达改革红利混合,hh,2020年1季度股票投资明细,2020-03-31,	000596,古井贡酒,4.75%,45.40,"5,186.40"
	006305,银华尊和养老2035混合(FOF),hh,2020年1季度股票投资明细,2020-03-31,	300122,智飞生物,1.17%,4.37,294.49
	006305,银华尊和养老2035混合(FOF),hh,2020年1季度股票投资明细,2020-03-31,	000403,双林生物,1.15%,7.73,290.80
	006305,银华尊和养老2035混合(FOF),hh,2020年1季度股票投资明细,2020-03-31,	600988,赤峰黄金,1.08%,32.46,272.34
	006305,银华尊和养老2035混合(FOF),hh,2020年1季度股票投资明细,2020-03-31,	601601,中国太保,1.04%,9.25,261.04
	006305,银华尊和养老2035混合(FOF),hh,2020年1季度股票投资明细,2020-03-31,	601888,中国国旅,0.85%,3.19,214.05
	006305,银华尊和养老2035混合(FOF),hh,2020年1季度股票投资明细,2020-03-31,	600176,中国巨石,0.83%,26.33,208.01
	006305,银华尊和养老2035混合(FOF),hh,2020年1季度股票投资明细,2020-03-31,	000636,风华高科,0.75%,11.59,188.92
	006305,银华尊和养老2035混合(FOF),hh,2020年1季度股票投资明细,2020-03-31,	600346,恒力石化,0.74%,14.85,185.33
	006305,银华尊和养老2035混合(FOF),hh,2020年1季度股票投资明细,2020-03-31,	601012,隆基股份,0.31%,3.11,77.25
	006305,银华尊和养老2035混合(FOF),hh,2020年1季度股票投资明细,2020-03-31,	300630,普利制药,0.29%,1.15,73.44
	001437,易方达瑞享混合I,hh,2020年1季度股票投资明细,2020-03-31,	600570,恒生电子,10.11%,16.10,"1,414.93"
	001437,易方达瑞享混合I,hh,2020年1季度股票投资明细,2020-03-31,	002410,广联达,9.96%,32.65,"1,393.01"
	001437,易方达瑞享混合I,hh,2020年1季度股票投资明细,2020-03-31,	002415,海康威视,9.78%,49.04,"1,368.22"
	001437,易方达瑞享混合I,hh,2020年1季度股票投资明细,2020-03-31,	002153,石基信息,9.37%,45.27,"1,311.13"
	001437,易方达瑞享混合I,hh,2020年1季度股票投资明细,2020-03-31,	600967,内蒙一机,9.28%,142.59,"1,298.99"
	001437,易方达瑞享混合I,hh,2020年1季度股票投资明细,2020-03-31,	600588,用友网络,7.66%,26.49,"1,071.79"
	001437,易方达瑞享混合I,hh,2020年1季度股票投资明细,2020-03-31,	600845,宝信软件,6.23%,21.93,871.72
	001437,易方达瑞享混合I,hh,2020年1季度股票投资明细,2020-03-31,	300699,光威复材,5.78%,16.30,808.09
	001437,易方达瑞享混合I,hh,2020年1季度股票投资明细,2020-03-31,	603960,克来机电,5.16%,24.96,721.90
	001437,易方达瑞享混合I,hh,2020年1季度股票投资明细,2020-03-31,	300113,顺网科技,5.09%,33.16,712.68
	007779,银华尊和养老2030混合(FOF),hh,2020年1季度股票投资明细,2020-03-31,	000403,双林生物,1.13%,0.45,16.93
	007779,银华尊和养老2030混合(FOF),hh,2020年1季度股票投资明细,2020-03-31,	300122,智飞生物,0.58%,0.13,8.76
	007779,银华尊和养老2030混合(FOF),hh,2020年1季度股票投资明细,2020-03-31,	600988,赤峰黄金,0.53%,0.94,7.89
	007779,银华尊和养老2030混合(FOF),hh,2020年1季度股票投资明细,2020-03-31,	601601,中国太保,0.51%,0.27,7.62
	007779,银华尊和养老2030混合(FOF),hh,2020年1季度股票投资明细,2020-03-31,	601888,中国国旅,0.40%,0.09,6.05
	007779,银华尊和养老2030混合(FOF),hh,2020年1季度股票投资明细,2020-03-31,	600176,中国巨石,0.40%,0.76,6.00
	007779,银华尊和养老2030混合(FOF),hh,2020年1季度股票投资明细,2020-03-31,	000636,风华高科,0.38%,0.35,5.71
	007779,银华尊和养老2030混合(FOF),hh,2020年1季度股票投资明细,2020-03-31,	600346,恒力石化,0.36%,0.43,5.37
	007779,银华尊和养老2030混合(FOF),hh,2020年1季度股票投资明细,2020-03-31,	601012,隆基股份,0.30%,0.18,4.47
	007779,银华尊和养老2030混合(FOF),hh,2020年1季度股票投资明细,2020-03-31,	300630,普利制药,0.30%,0.07,4.47
	004895,华商鑫安灵活混合,hh,2020年1季度股票投资明细,2020-03-31,	300630,普利制药,8.99%,22.00,"1,404.60"
	004895,华商鑫安灵活混合,hh,2020年1季度股票投资明细,2020-03-31,	603707,健友股份,7.11%,22.00,"1,110.56"
	004895,华商鑫安灵活混合,hh,2020年1季度股票投资明细,2020-03-31,	000977,浪潮信息,5.97%,24.05,932.71
	004895,华商鑫安灵活混合,hh,2020年1季度股票投资明细,2020-03-31,	000063,中兴通讯,5.48%,20.00,856.00
	004895,华商鑫安灵活混合,hh,2020年1季度股票投资明细,2020-03-31,	603019,中科曙光,5.04%,18.01,786.50
	004895,华商鑫安灵活混合,hh,2020年1季度股票投资明细,2020-03-31,	002332,仙琚制药,4.02%,45.00,628.20
	004895,华商鑫安灵活混合,hh,2020年1季度股票投资明细,2020-03-31,	300575,中旗股份,3.93%,21.90,614.18
	004895,华商鑫安灵活混合,hh,2020年1季度股票投资明细,2020-03-31,	300702,天宇股份,3.83%,7.00,598.61
	004895,华商鑫安灵活混合,hh,2020年1季度股票投资明细,2020-03-31,	002409,雅克科技,3.69%,18.60,576.79
	004895,华商鑫安灵活混合,hh,2020年1季度股票投资明细,2020-03-31,	002507,涪陵榨菜,3.64%,18.00,567.72
	163803,中银持续增长混合A,hh,2020年1季度股票投资明细,2020-03-31,	300014,亿纬锂能,7.93%,234.59,"12,170.56"
	163803,中银持续增长混合A,hh,2020年1季度股票投资明细,2020-03-31,	600036,招商银行,6.68%,317.65,"10,253.60"
	163803,中银持续增长混合A,hh,2020年1季度股票投资明细,2020-03-31,	600519,贵州茅台,6.27%,8.65,"9,610.93"
	163803,中银持续增长混合A,hh,2020年1季度股票投资明细,2020-03-31,	600276,恒瑞医药,5.84%,97.35,"8,959.33"
	163803,中银持续增长混合A,hh,2020年1季度股票投资明细,2020-03-31,	603517,绝味食品,5.27%,156.07,"8,076.46"
	163803,中银持续增长混合A,hh,2020年1季度股票投资明细,2020-03-31,	002555,三七互娱,5.04%,236.89,"7,736.79"
	163803,中银持续增长混合A,hh,2020年1季度股票投资明细,2020-03-31,	002507,涪陵榨菜,3.61%,175.52,"5,536.01"
	163803,中银持续增长混合A,hh,2020年1季度股票投资明细,2020-03-31,	000002,万科A,3.33%,199.09,"5,106.72"
	163803,中银持续增长混合A,hh,2020年1季度股票投资明细,2020-03-31,	002568,百润股份,3.11%,140.48,"4,772.24"
	163803,中银持续增长混合A,hh,2020年1季度股票投资明细,2020-03-31,	002439,启明星辰,2.90%,120.28,"4,450.47"
	005910,广发龙头优选混合,hh,2020年1季度股票投资明细,2020-03-31,	601933,永辉超市,9.95%,89.00,911.36
	005910,广发龙头优选混合,hh,2020年1季度股票投资明细,2020-03-31,	600519,贵州茅台,9.34%,0.77,855.47
	005910,广发龙头优选混合,hh,2020年1季度股票投资明细,2020-03-31,	600004,白云机场,6.99%,51.00,640.05
	005910,广发龙头优选混合,hh,2020年1季度股票投资明细,2020-03-31,	000858,五粮液,6.29%,5.00,576.00
	005910,广发龙头优选混合,hh,2020年1季度股票投资明细,2020-03-31,	600309,万华化学,5.99%,13.30,548.63
	005910,广发龙头优选混合,hh,2020年1季度股票投资明细,2020-03-31,	000661,长春高新,5.98%,1.00,548.00
	005910,广发龙头优选混合,hh,2020年1季度股票投资明细,2020-03-31,	603517,绝味食品,5.65%,10.00,517.50
	005910,广发龙头优选混合,hh,2020年1季度股票投资明细,2020-03-31,	601816,京沪高铁,5.56%,90.65,509.47
	005910,广发龙头优选混合,hh,2020年1季度股票投资明细,2020-03-31,	600031,三一重工,5.29%,28.00,484.40
	005910,广发龙头优选混合,hh,2020年1季度股票投资明细,2020-03-31,	002078,太阳纸业,4.98%,52.00,456.56
	006408,汇添富消费升级混合,hh,2020年1季度股票投资明细,2020-03-31,	600519,贵州茅台,7.09%,4.60,"5,110.71"
	006408,汇添富消费升级混合,hh,2020年1季度股票投资明细,2020-03-31,	06098,碧桂园服务,5.82%,145.70,"4,193.47"
	006408,汇添富消费升级混合,hh,2020年1季度股票投资明细,2020-03-31,	00700,腾讯控股,5.17%,10.73,"3,727.48"
	006408,汇添富消费升级混合,hh,2020年1季度股票投资明细,2020-03-31,	000858,五粮液,4.16%,26.03,"2,998.66"
	006408,汇添富消费升级混合,hh,2020年1季度股票投资明细,2020-03-31,	02331,李宁,4.02%,140.00,"2,897.34"
	006408,汇添富消费升级混合,hh,2020年1季度股票投资明细,2020-03-31,	603444,吉比特,3.32%,5.83,"2,392.57"
	006408,汇添富消费升级混合,hh,2020年1季度股票投资明细,2020-03-31,	002695,煌上煌,2.76%,90.00,"1,987.10"
	006408,汇添富消费升级混合,hh,2020年1季度股票投资明细,2020-03-31,	01579,颐海国际,2.51%,33.70,"1,807.47"
	006408,汇添富消费升级混合,hh,2020年1季度股票投资明细,2020-03-31,	03888,金山软件,2.44%,76.10,"1,759.17"
	006408,汇添富消费升级混合,hh,2020年1季度股票投资明细,2020-03-31,	06186,中国飞鹤,2.31%,131.10,"1,665.03"
	000477,广发主题领先混合,hh,2020年1季度股票投资明细,2020-03-31,	600519,贵州茅台,6.44%,4.60,"5,110.60"
	000477,广发主题领先混合,hh,2020年1季度股票投资明细,2020-03-31,	000858,五粮液,4.93%,33.97,"3,913.34"
	000477,广发主题领先混合,hh,2020年1季度股票投资明细,2020-03-31,	000661,长春高新,4.93%,7.14,"3,912.72"
	000477,广发主题领先混合,hh,2020年1季度股票投资明细,2020-03-31,	000860,顺鑫农业,4.57%,59.05,"3,625.32"
	000477,广发主题领先混合,hh,2020年1季度股票投资明细,2020-03-31,	300357,我武生物,4.47%,79.54,"3,546.82"
	000477,广发主题领先混合,hh,2020年1季度股票投资明细,2020-03-31,	601318,中国平安,3.28%,37.68,"2,606.33"
