fund_type,code,name,today,net_value,accumulative_value,rate_day,rate_recent_week,rate_recent_month,rate_recent_3month,rate_recent_6month,rate_recent_year,rate_recent_2year,rate_recent_3year,rate_from_this_year,rate_from_begin,rate_buy,url
gp,	003190,创金合信消费主题股票A,2020-04-24,1.7285,1.6450,-0.8944,1.9403,11.6747,12.5180,10.8866,20.9333,60.0220,65.6622,6.1863,64.5026,0.15%,http://fund.eastmoney.com/	003190.html
gp,	005161,华商上游产业股票,2020-04-24,1.1307,1.1307,-1.4125,1.9291,6.3188,8.4084,24.8978,16.9649,22.5558,,10.6902,13.07,0.15%,http://fund.eastmoney.com/	005161.html
gp,	003191,创金合信消费主题股票C,2020-04-24,1.7070,1.6117,-0.8941,1.9226,11.6051,12.3174,10.4139,19.6047,58.9459,63.4595,5.9590,61.1711,0.00%,http://fund.eastmoney.com/	003191.html
hh,	003161,南方安泰混合,2020-04-24,1.1098,1.2318,-0.1260,0.2348,1.9849,2.0975,5.2941,9.8509,16.4475,22.2130,2.4841,23.9118,0.12%,http://fund.eastmoney.com/	003161.html
hh,	580001,东吴嘉禾优势精选混合,2020-04-24,0.8970,2.6170,-1.0480,0.2347,3.5916,2.2222,9.7651,13.3721,12.9865,8.6088,9.1905,254.5319,0.15%,http://fund.eastmoney.com/	580001.html
hh,	002955,融通新趋势灵活配置混合,2020-04-24,1.2820,1.2820,-1.0802,0.2346,8.4602,5.9504,21.1720,33.4027,36.0934,37.5536,8.8285,28.20,0.15%,http://fund.eastmoney.com/	002955.html
hh,	003154,华宝新活力混合,2020-04-24,1.3266,1.3816,-0.1881,0.2342,2.3849,2.4532,6.4195,12.3331,8.1931,37.4735,3.3337,38.2708,0.00%,http://fund.eastmoney.com/	003154.html
gp,	161726,招商国证生物医药指数分级,2020-04-24,1.1246,1.0654,-2.9346,1.9120,18.1675,20.1930,35.0814,56.6125,53.8191,76.2761,29.9953,14.2382,0.10%,http://fund.eastmoney.com/	161726.html
gp,	110022,易方达消费行业股票,2020-04-24,2.9840,2.9840,0.3025,1.8778,11.4681,0.5052,5.2557,10.4776,32.3869,78.0430,-2.3880,198.40,0.15%,http://fund.eastmoney.com/	110022.html
gp,	001230,鹏华医药科技,2020-04-24,0.7610,0.7610,-0.9115,1.8742,14.2643,12.4077,20.0315,34.9291,31.2069,46.6281,18.5358,-23.90,0.15%,http://fund.eastmoney.com/	001230.html
hh,	003142,鹏华弘达混合A,2020-04-24,2.4466,2.5066,-0.0449,0.2335,2.9281,1.9459,4.5398,9.8107,13.0669,21.0360,2.6388,150.8955,0.15%,http://fund.eastmoney.com/	003142.html
hh,	519752,交银新回报灵活配置混合A,2020-04-24,1.2910,1.3110,0,0.2329,1.6535,2.5417,5.3018,10.4363,12.9483,23.3047,2.6232,31.5995,0.15%,http://fund.eastmoney.com/	519752.html
hh,	002269,银华大数据灵活配置定开混合,2020-04-24,0.8610,0.8610,-0.5774,0.2328,8.1658,3.4856,10.6684,20.2514,-2.6018,-4.2269,3.9855,-13.90,0.15%,http://fund.eastmoney.com/	002269.html
hh,	001444,易方达瑞选灵活配置混合E,2020-04-24,1.2960,1.4810,-0.1541,0.2320,3.1026,3.8461,10.9589,17.4172,29.9181,44.1899,6.9307,52.4087,0.00%,http://fund.eastmoney.com/	001444.html
gp,	002556,博时丝路主题股票C,2020-04-24,1.1510,1.1510,-0.0868,1.8584,7.7716,0.9649,16.7343,24.1639,23.3654,46.4376,2.1295,58.7586,0.00%,http://fund.eastmoney.com/	002556.html
gp,	001236,博时丝路主题股票A,2020-04-24,1.1620,1.1620,-0.0860,1.8405,7.7922,1.1314,17.0191,24.8120,24.5445,48.5934,2.2887,16.20,0.15%,http://fund.eastmoney.com/	001236.html
gp,	004851,广发医疗保健股票A,2020-04-24,2.1894,2.1894,-1.1647,1.8326,16.5753,19.0927,32.7794,80.7032,74.8582,,28.4030,118.94,0.15%,http://fund.eastmoney.com/	004851.html
hh,	001442,易方达瑞信混合E,2020-04-24,1.3020,1.3020,0.0769,0.2309,3.9936,4.4106,21.1163,30.0699,43.5502,,8.7719,30.20,0.00%,http://fund.eastmoney.com/	001442.html
hh,	001190,鹏华弘润混合A,2020-04-24,1.3096,1.3096,-0.0992,0.2296,1.8668,2.7137,6.2125,11.8074,15.4850,21.8233,4.1597,30.96,0.15%,http://fund.eastmoney.com/	001190.html
hh,	003586,先锋精一混合A,2020-04-24,0.7866,0.7866,-0.6818,0.2294,6.7879,-5.3885,-4.4809,-11.5186,-17.2348,-21.4264,-7.4697,-21.34,0.15%,http://fund.eastmoney.com/	003586.html
gp,	009163,广发医疗保健股票C,2020-04-24,2.1889,2.1889,-1.1649,1.8235,16.5423,,,,,,,18.3061,0.00%,http://fund.eastmoney.com/	009163.html
gp,	004995,广发品牌消费股票发起式,2020-04-24,1.1487,1.1487,-0.4851,1.79,12.8278,6.4202,8.5215,12.2984,20.9922,,3.9359,14.87,0.15%,http://fund.eastmoney.com/	004995.html
gp,	000854,鹏华养老产业股票,2020-04-24,2.34,2.34,0.1712,1.7391,14.8184,5.0741,12.6083,27.5204,38.3797,73.7194,3.1291,134,0.15%,http://fund.eastmoney.com/	000854.html
gp,	001645,国泰大健康股票,2020-04-24,2.5880,2.5880,-0.1543,1.7296,13.0625,8.7852,32.8542,61.4473,55.4354,84.5934,20.2602,158.80,0.15%,http://fund.eastmoney.com/	001645.html
gp,	001917,招商量化精选股票A,2020-04-24,1.1297,1.1997,-1.3104,1.6831,7.0095,3.1030,14.3653,9.1181,17.5546,18.9158,3.4903,20.1852,0.15%,http://fund.eastmoney.com/	001917.html
hh,	000547,建信健康民生混合,2020-04-24,3.0670,3.0670,-1.2874,0.2288,4.4619,-1.3192,14.4830,25.7483,45.0804,42.0565,4.5687,206.70,0.15%,http://fund.eastmoney.com/	000547.html
hh,	001316,安信稳健增值混合A,2020-04-24,1.3586,1.4136,0.0295,0.2287,1.6840,1.6612,4.7413,7.9969,17.0053,27.5353,2.2042,42.2784,0.10%,http://fund.eastmoney.com/	001316.html
gp,	003230,创金合信医疗保健股票A,2020-04-24,2.0918,2.0248,-1.6873,1.6770,16.5803,21.8217,36.9159,69.9268,97.9279,104.3191,33.4481,102.4802,0.15%,http://fund.eastmoney.com/	003230.html
gp,	003231,创金合信医疗保健股票C,2020-04-24,2.0789,1.8988,-1.6883,1.6677,16.5107,21.6086,36.2944,68.9339,96.7665,91.7977,33.1433,89.8797,0.00%,http://fund.eastmoney.com/	003231.html
gp,	001677,中银战略新兴产业股票,2020-04-24,1.6590,1.6590,-0.7181,1.6544,9.5773,6.4827,10.8957,28.0093,31.0427,53.6111,4.5369,65.90,0.15%,http://fund.eastmoney.com/	001677.html
gp,	008976,富国中证消费50ETF联接C,2020-04-24,1.0687,1.0687,-0.1402,1.6454,6.4124,,,,,,,6.87,0.00%,http://fund.eastmoney.com/	008976.html
gp,	008975,富国中证消费50ETF联接A,2020-04-24,1.0691,1.0691,-0.1494,1.6448,6.4523,,,,,,,6.91,0.12%,http://fund.eastmoney.com/	008975.html
gp,	009329,华宝中证消费龙头指数(LOF)C,2020-04-24,0.9382,0.9382,-0.1384,1.6248,,,,,,,,1.6248,0.00%,http://fund.eastmoney.com/	009329.html
hh,	001191,鹏华弘润混合C,2020-04-24,1.2849,1.2849,-0.1011,0.2262,1.8388,2.6360,6.0499,11.4881,14.9593,20.9431,4.0573,28.49,0.15%,http://fund.eastmoney.com/	001191.html
hh,	003587,先锋精一混合C,2020-04-24,0.7536,0.7536,-0.6722,0.2261,6.7422,-5.5047,-4.7523,-12.5653,-19.7530,-24.4814,-7.6018,-24.64,0.00%,http://fund.eastmoney.com/	003587.html
hh,	519069,汇添富价值精选混合A,2020-04-24,2.6650,4.2520,-0.4483,0.2257,7.4597,-1.95,4.5508,9.1877,16.0316,41.8976,-3.1965,522.8017,0.15%,http://fund.eastmoney.com/	519069.html
hh,	004517,南方安康混合,2020-04-24,1.0667,1.1997,-0.0843,0.2254,1.8718,1.6776,4.8759,10.6654,16.4859,,2.1156,20.4814,0.12%,http://fund.eastmoney.com/	004517.html
hh,	070099,嘉实优质企业混合,2020-04-24,1.7840,3.1370,-1.1086,0.2247,12.4843,7.0186,15.7767,34.2688,31.6181,42.5969,14.0018,139.8771,0.15%,http://fund.eastmoney.com/	070099.html
hh,	003143,鹏华弘达混合C,2020-04-24,1.1610,1.1810,-0.0517,0.2244,2.9163,1.9315,4.5083,9.7289,12.8945,19.7467,2.6162,18.1780,1.50%,http://fund.eastmoney.com/	003143.html
gp,	501090,华宝中证消费龙头指数(LOF)A,2020-04-24,0.9381,0.9381,-0.1384,1.6140,10.2091,-0.8561,,,,,-6.19,-6.19,0.10%,http://fund.eastmoney.com/	501090.html
gp,	007287,合煦智远消费主题股票发起式A,2020-04-24,0.9863,0.9863,-0.6347,1.5548,9.6498,-5.5449,-1.4291,,,,-7.1805,-1.37,0.15%,http://fund.eastmoney.com/	007287.html
gp,	007288,合煦智远消费主题股票发起式C,2020-04-24,0.9811,0.9811,-0.6380,1.5526,9.6079,-5.6635,-1.7623,,,,-7.3297,-1.89,0.00%,http://fund.eastmoney.com/	007288.html
gp,	001008,工银国企改革股票,2020-04-24,1.2560,1.2560,-0.3175,1.5360,9.9825,1.5360,6.5310,9.2174,16.8372,33.6170,0.0797,25.60,0.15%,http://fund.eastmoney.com/	001008.html
gp,	001193,中金消费升级,2020-04-24,0.93,0.93,-0.3215,1.5284,10.9785,8.1395,14.9567,20.1550,25.6757,12.3188,7.6389,-7,0.15%,http://fund.eastmoney.com/	001193.html
hh,	519760,交银新回报灵活配置混合C,2020-04-24,4.47,4.49,0,0.2242,1.6834,2.5229,5.2756,10.5888,13.5382,335.6727,2.6171,347.2751,0.00%,http://fund.eastmoney.com/	519760.html
hh,	005523,泰康颐年混合A,2020-04-24,1.1178,1.1178,-0.0268,0.2242,1.6367,1.6089,2.8335,5.9928,,,1.8126,11.78,0.12%,http://fund.eastmoney.com/	005523.html
hh,	006236,华泰柏瑞现代服务混合,2020-04-24,1.4773,1.4773,-1.1046,0.2239,9.1951,4.8846,10.3286,18.7063,,,8.1954,47.73,0.15%,http://fund.eastmoney.com/	006236.html
hh,	002035,安信平稳增长混合发起C,2020-04-24,1.3015,1.7815,-0.2147,0.2233,2.3996,1.7273,2.0945,2.7230,11.3821,16.3104,0.8602,29.2176,0.15%,http://fund.eastmoney.com/	002035.html
gp,	000780,鹏华医疗保健股票,2020-04-24,1.8010,1.8010,-1.2068,1.5220,11.6553,12.2118,22.7676,53.5379,40.9233,48.2305,19.1138,80.10,0.15%,http://fund.eastmoney.com/	000780.html
gp,	000925,汇添富外延增长主题股票,2020-04-24,1.1360,1.1360,-1.0453,1.5192,11.7011,8.9166,9.2308,12.4752,-6.5021,9.8646,5.7728,13.60,0.15%,http://fund.eastmoney.com/	000925.html
gp,	005268,鹏华优势企业,2020-04-24,1.4515,1.4515,-0.7521,1.4893,11.6367,8.5396,21.0188,41.4579,53.1764,,12.7817,45.15,0.15%,http://fund.eastmoney.com/	005268.html
gp,	005303,嘉实医药健康股票A,2020-04-24,1.5915,1.5915,-2.1940,1.4793,14.1106,19.1153,31.7358,59.0546,54.8302,,27.6980,59.15,0.15%,http://fund.eastmoney.com/	005303.html
hh,	161601,融通新蓝筹混合,2020-04-24,0.9436,3.2486,-0.7781,0.2230,7.3248,2.7551,5.4891,0.0424,4.2998,16.2069,3.5330,394.9910,0.15%,http://fund.eastmoney.com/	161601.html
hh,	750005,安信平稳增长混合发起A,2020-04-24,1.3064,1.7864,-0.2139,0.2224,2.4065,1.7524,2.1502,2.8337,11.6104,17.1747,0.8881,86.9756,0.15%,http://fund.eastmoney.com/	750005.html
hh,	006535,恒生前海恒锦裕利A,2020-04-24,1.0453,1.0453,-0.1528,0.2205,1.6730,1.0733,2.1699,4.1966,,,1.9904,4.53,0.12%,http://fund.eastmoney.com/	006535.html
gp,	007750,广发优势增长股票,2020-04-24,1.0939,1.0939,-1.4860,1.4750,7.7416,7.1191,,,,,9.3353,9.39,0.15%,http://fund.eastmoney.com/	007750.html
gp,	005304,嘉实医药健康股票C,2020-04-24,1.5625,1.5625,-2.1970,1.4676,14.0344,18.8755,31.2694,57.9080,52.5879,,27.3846,56.25,0.00%,http://fund.eastmoney.com/	005304.html
gp,	164401,前海开源健康分级,2020-04-24,1.20,1.3450,-1.2346,1.4370,15.0527,16.9591,23.9381,22.3445,36.9638,33.3292,23.3203,40.2226,0.12%,http://fund.eastmoney.com/	164401.html
gp,	004784,招商稳健优选股票,2020-04-24,1.3239,1.3239,-1.9261,1.4327,7.5729,1.9247,22.3454,30.6523,43.6368,,13.9231,32.39,0.15%,http://fund.eastmoney.com/	004784.html
hh,	001338,安信稳健增值混合C,2020-04-24,1.3657,1.4207,0.0220,0.2202,1.6448,1.5315,4.4832,7.4593,15.8259,25.1897,2.0397,42.9291,0.00%,http://fund.eastmoney.com/	001338.html
hh,	166001,中欧新趋势混合A,2020-04-24,1.2813,2.2565,-1.2181,0.2190,8.8338,5.0418,11.4924,17.2977,36.1065,50.7742,7.1053,179.9122,0.15%,http://fund.eastmoney.com/	166001.html
hh,	005403,南方融尚再融资混合,2020-04-24,1.3270,1.3270,-0.7257,0.2190,5.0590,-3.9033,6.1345,19.1524,32.2240,,0.0754,32.70,0.15%,http://fund.eastmoney.com/	005403.html
hh,	006536,恒生前海恒锦裕利C,2020-04-24,1.0529,1.0529,-0.1517,0.2189,1.6607,1.0267,2.0746,4.8810,,,1.9462,5.29,0.00%,http://fund.eastmoney.com/	006536.html
hh,	005524,泰康颐年混合C,2020-04-24,1.1090,1.1090,-0.0270,0.2169,1.6126,1.5289,2.6567,5.5889,,,1.7151,10.90,0.00%,http://fund.eastmoney.com/	005524.html
gp,	006671,广发消费升级股票,2020-04-24,1.2542,1.2542,-0.6810,1.4315,12.1624,4.9276,13.7803,,,,6.0186,25.42,0.15%,http://fund.eastmoney.com/	006671.html
gp,	007523,汇添富内需增长股票A,2020-04-24,1.0634,1.0634,-0.8392,1.4308,10.7824,5.6323,5.1310,,,,3.2127,6.34,0.15%,http://fund.eastmoney.com/	007523.html
gp,	006002,工银医药健康股票A,2020-04-24,2.1735,2.1735,-1.9886,1.4232,14.8542,21.6625,43.9595,75.8211,,,35.2015,117.35,0.15%,http://fund.eastmoney.com/	006002.html
gp,	007524,汇添富内需增长股票C,2020-04-24,1.0574,1.0574,-0.8440,1.4195,10.7225,5.4448,4.7138,,,,2.9902,5.74,0.00%,http://fund.eastmoney.com/	007524.html
hh,	001352,民生加银新战略混合,2020-04-24,1.3870,1.3870,0.1444,0.2168,3.8174,2.2108,6.4467,9.9921,19.0558,30.8491,2.0603,38.70,0.15%,http://fund.eastmoney.com/	001352.html
hh,	519995,长信金利趋势混合,2020-04-24,0.6020,3.0258,-0.5945,0.2164,5.6882,4.8050,16.8932,20.0399,26.3008,29.3694,7.9821,257.3552,0.15%,http://fund.eastmoney.com/	519995.html
hh,	460001,华泰柏瑞盛世中国混合,2020-04-24,0.5093,3.4130,-0.5273,0.2164,11.4686,3.4152,15.5701,22.5806,17.0966,44.4505,9.7986,555.7182,0.15%,http://fund.eastmoney.com/	460001.html
hh,	006449,浙商汇金量化精选混合,2020-04-24,1.3913,1.3913,-0.8410,0.2161,9.4564,2.3918,18.5296,39.4368,,,3.9525,39.13,0.15%,http://fund.eastmoney.com/	006449.html
gp,	006003,工银医药健康股票C,2020-04-24,2.1484,2.1484,-1.9891,1.4114,14.7956,21.4746,43.4754,74.6383,,,34.9497,114.84,0.00%,http://fund.eastmoney.com/	006003.html
gp,	004805,长信消费精选量化股票,2020-04-24,1.2867,1.2867,-0.4025,1.4108,12.3657,5.4845,11.8092,8.5456,28.2468,,5.3808,28.67,0.15%,http://fund.eastmoney.com/	004805.html
gp,	001195,工银农业产业股票,2020-04-24,0.8690,0.8690,-0.9122,1.4002,9.3082,15.5585,14.9471,15.8667,46.5430,54.0780,13.5948,-13.10,0.15%,http://fund.eastmoney.com/	001195.html
gp,	005328,前海开源价值策略股票,2020-04-24,1.0629,1.0629,-0.6357,1.3927,10.0424,1.6254,12.9303,24.1996,11.3101,,9.8491,6.29,0.15%,http://fund.eastmoney.com/	005328.html
hh,	003715,宝盈消费主题混合,2020-04-24,1.2599,1.2599,-0.7484,0.2148,5.4398,3.4825,12.1606,14.3285,17.6927,29.0484,0.8969,25.99,0.15%,http://fund.eastmoney.com/	003715.html
hh,	002296,长城行业轮动混合,2020-04-24,1.2139,1.2139,0,0.2146,4.7820,2.0684,4.6556,6.4451,13.5547,18.3138,-0.0494,21.39,0.15%,http://fund.eastmoney.com/	002296.html
hh,	870017,广发资管消费精选灵活配置混合,2020-04-24,0.9358,1.7902,-0.4044,0.2142,6.5467,-4.7047,,,,,-7.9209,-6.42,1.00%,http://fund.eastmoney.com/	870017.html
hh,	690007,民生加银景气行业混合,2020-04-24,3.2840,3.2840,-0.7255,0.2136,9.2482,1.6089,10.5724,19.0718,32.3127,54.1784,1.9243,228.40,0.15%,http://fund.eastmoney.com/	690007.html
hh,	001312,华安新优选灵活配置混合A,2020-04-24,0.9440,0.9440,-0.2114,0.2123,2.1645,1.7241,3.1694,5.0056,-8.3495,-8.3495,1.7241,-5.60,0.15%,http://fund.eastmoney.com/	001312.html
gp,	501009,汇添富中证生物科技指数A,2020-04-24,1.6962,1.6962,-2.4163,1.3625,16.0588,19.2324,30.4167,48.1397,42.1913,68.7425,27.6682,69.62,0.10%,http://fund.eastmoney.com/	501009.html
gp,	501010,汇添富中证生物科技指数C,2020-04-24,1.6988,1.6988,-2.4239,1.3543,16.0145,19.1054,30.1762,47.7603,42.4929,69.1863,27.5088,69.88,0.00%,http://fund.eastmoney.com/	501010.html
gp,	000913,农银医疗保健股票,2020-04-24,1.8772,1.8772,-1.0333,1.3497,17.1054,10.1385,23.0951,57.5758,68.7219,83.3919,19.6202,87.72,0.15%,http://fund.eastmoney.com/	000913.html
gp,	000471,富国城镇发展股票,2020-04-24,1.5110,2.0110,-0.4611,1.3414,8.7833,1.8194,9.5722,20.3026,-1.3063,-21.7098,0.3320,89.6263,0.15%,http://fund.eastmoney.com/	000471.html
hh,	001985,富国低碳新经济混合,2020-04-24,1.8920,1.8920,-1.7143,0.2119,4.3574,2.1598,19.6711,23.4181,31.9386,78.9972,9.8085,89.20,0.15%,http://fund.eastmoney.com/	001985.html
hh,	450011,国富研究精选混合,2020-04-24,1.8960,1.8960,-0.3678,0.2114,10.2326,5.0998,12.2558,20,36.8953,58.1318,3.4370,89.60,0.15%,http://fund.eastmoney.com/	450011.html
hh,	005739,富国转型机遇混合,2020-04-24,1.2353,1.2353,-0.5955,0.2109,4.9354,-0.0081,20.6112,23.8024,,,2.6679,23.53,0.15%,http://fund.eastmoney.com/	005739.html
hh,	000535,长盛航天海工装备灵活配置混合,2020-04-24,0.96,1.4750,-1.5385,0.2087,4.6892,1.8027,5.4945,-1.3361,-1.1329,-9.8592,0.4183,47.4305,0.15%,http://fund.eastmoney.com/	000535.html
hh,	000566,华泰柏瑞创新升级混合,2020-04-24,2.4080,3.1140,-0.4959,0.2081,8.9593,2.1204,16.4062,21.9112,34.4591,70.0307,8.4196,227.1390,0.12%,http://fund.eastmoney.com/	000566.html
gp,	001696,南方智造股票,2020-04-24,1.21,1.3550,-1.2245,1.34,7.8192,4.2185,23.3547,39.2824,36.9075,,12.2560,36.4968,0.15%,http://fund.eastmoney.com/	001696.html
gp,	001104,华安新丝路主题股票,2020-04-24,1.5370,1.5370,-0.6464,1.3184,12.0262,4.9863,12.9317,31.1433,50.5387,58.4536,6.9589,53.70,0.15%,http://fund.eastmoney.com/	001104.html
gp,	001766,上投摩根医疗健康股票,2020-04-24,1.7710,1.7710,-1.7203,1.3158,12.8025,15.8273,30.7011,67.2332,78.7084,115.9756,24.1935,77.10,0.15%,http://fund.eastmoney.com/	001766.html
gp,	000524,上投摩根民生需求股票,2020-04-24,1.9560,2.3950,-1.1622,1.2422,7.2957,3.3827,24.6654,44.2478,21.7175,23.4070,14.9236,144.5837,0.15%,http://fund.eastmoney.com/	000524.html
gp,	006712,前海开源MSCI中国A股消费A,2020-04-24,1.4220,1.4220,0.1056,1.2388,11.1632,8.0137,7.1590,12.9109,,,3.5236,42.20,0.12%,http://fund.eastmoney.com/	006712.html
hh,	501041,汇添富弘安(LOF)A,2020-04-24,1.1077,1.1077,-0.1172,0.2081,1.9794,1.4284,2.0734,1.97,8.0894,,0.9110,10.77,0.12%,http://fund.eastmoney.com/	501041.html
hh,	002923,兴业聚惠灵活配置混合C,2020-04-24,1.4460,1.4460,-0.2070,0.2079,3.1384,4.7826,9.1321,18.9145,16.2379,24.0137,6.0117,25.4120,0.00%,http://fund.eastmoney.com/	002923.html
hh,	001547,兴业聚惠灵活配置混合A,2020-04-24,1.45,1.45,-0.2065,0.2073,3.1294,4.8445,9.2690,19.0476,16.4659,24.3568,6.0717,45,0.15%,http://fund.eastmoney.com/	001547.html
hh,	001792,大成绝对收益策略混合C,2020-04-24,0.9710,0.9710,-0.3080,0.2064,-0.1029,1.3570,6.3527,5.5435,4.2965,2.3182,3.4079,-2.90,0.00%,http://fund.eastmoney.com/	001792.html
gp,	006713,前海开源MSCI中国A股消费C,2020-04-24,1.4183,1.4183,0.1129,1.2348,11.1433,7.9622,7.0577,12.6797,,,3.4651,41.83,0.00%,http://fund.eastmoney.com/	006713.html
gp,	002199,前海开源中证军工指数C,2020-04-24,0.6690,1.6290,-1.6176,1.2102,5.6871,3.4002,10.3961,3.7208,-4.7009,-16.8945,7.3836,-33.8647,0.12%,http://fund.eastmoney.com/	002199.html
gp,	001482,上投摩根新兴服务股票,2020-04-24,1.4560,1.4560,-1.3550,1.1814,9.0637,7.3746,26.1698,35.0649,39.1969,56.8966,17.7994,45.60,0.15%,http://fund.eastmoney.com/	001482.html
gp,	519673,银河康乐股票,2020-04-24,2.1530,2.1530,-0.9660,1.1748,11.2087,10.9794,20.6839,41.8314,54.1160,65.2341,15.1953,115.30,0.15%,http://fund.eastmoney.com/	519673.html
gp,	001171,工银养老产业股票,2020-04-24,1.2990,1.2990,-1.8141,1.1682,14.6514,24.0688,42.5906,55.5689,52.2860,91.8759,35.3125,29.90,0.15%,http://fund.eastmoney.com/	001171.html
hh,	007415,南方致远混合A,2020-04-24,1.0718,1.0718,-0.1770,0.2057,2.1248,2.1248,4.7703,,,,2.5548,7.18,0.12%,http://fund.eastmoney.com/	007415.html
hh,	005906,招商丰茂灵活混合发起式A,2020-04-24,1.1223,1.1223,-0.0801,0.2054,2.1294,2.2690,2.9727,5.6780,,,2.2131,12.23,0.15%,http://fund.eastmoney.com/	005906.html
gp,	502003,易方达军工分级,2020-04-24,1.3232,,-1.6135,1.1619,5.1660,3.5448,12.4690,4.1507,-2.1770,-14.7867,8.2371,-42.9728,0.10%,http://fund.eastmoney.com/	502003.html
gp,	008075,招商核心优选股票A,2020-04-24,1.0301,1.0301,-0.2034,1.1489,5.9665,3.2268,,,,,2.6303,3.01,0.15%,http://fund.eastmoney.com/	008075.html
hh,	000967,华泰柏瑞创新动力混合,2020-04-24,1.9620,1.9620,-0.4566,0.2043,9.1820,3.9746,21.1111,27.9843,41.3545,75.1786,10.7849,96.1804,0.15%,http://fund.eastmoney.com/	000967.html
hh,	519627,银河君润混合A,2020-04-24,1.1304,1.2283,-0.0442,0.2038,1.8011,2.7356,4.4828,8.8073,14.60,22.4455,3.2140,24.3189,0.08%,http://fund.eastmoney.com/	519627.html
hh,	519628,银河君润混合C,2020-04-24,1.1319,1.2407,-0.0353,0.2037,1.7988,2.7133,4.4477,8.9728,14.6847,23.7436,3.1814,25.7606,0.00%,http://fund.eastmoney.com/	519628.html
hh,	750001,安信灵活配置混合,2020-04-24,1.4910,2.0810,-0.4673,0.2016,6.1966,9.3911,18.8995,18.9944,44.0580,44.6169,6.9584,140.3511,0.15%,http://fund.eastmoney.com/	750001.html
gp,	008076,招商核心优选股票C,2020-04-24,1.0272,1.0272,-0.2040,1.1422,5.8969,3.0188,,,,,2.3719,2.72,0.00%,http://fund.eastmoney.com/	008076.html
gp,	160322,华夏港股通精选股票LOF,2020-04-24,1.1396,1.1896,-2.0878,1.1360,13.2241,0.1142,6.2466,5.7732,-1.9951,8.7538,0.9032,18.8560,0.15%,http://fund.eastmoney.com/	160322.html
gp,	006228,中欧医疗创新股票A,2020-04-24,1.6070,1.6070,-1.9165,1.1328,16.2471,18.6065,31.2694,60.7321,,,27.4284,60.70,0.15%,http://fund.eastmoney.com/	006228.html
gp,	000831,工银医疗保健股票,2020-04-24,2.4110,2.4110,-2.3096,1.1326,13.6192,19.1794,34.0189,63.0156,49.0111,81.6880,28.2447,141.10,0.15%,http://fund.eastmoney.com/	000831.html
gp,	006229,中欧医疗创新股票C,2020-04-24,1.5932,1.5932,-1.9267,1.1106,16.1648,18.3655,30.9336,59.4795,,,27.1001,59.32,0.00%,http://fund.eastmoney.com/	006229.html
hh,	001858,建信鑫利灵活配置混合,2020-04-24,1.1535,1.1535,-1.8131,0.1998,4.1629,-3.8990,16.2802,24.9188,17.6921,12.8669,4.9782,15.35,0.15%,http://fund.eastmoney.com/	001858.html
hh,	009308,天弘安康颐养混合C,2020-04-24,1.0050,1.0050,-0.0994,0.1994,,,,,,,,0.50,0.00%,http://fund.eastmoney.com/	009308.html
hh,	007416,南方致远混合C,2020-04-24,1.0660,1.0660,-0.1779,0.1974,2.0779,1.9803,4.4586,,,,2.3622,6.60,0.00%,http://fund.eastmoney.com/	007416.html
hh,	007072,民生加银鑫福混合C,2020-04-24,1.0250,1.0250,0,0.1955,1.1846,-0.3887,0.6876,2.3976,,,0.1955,2.50,0.00%,http://fund.eastmoney.com/	007072.html
hh,	519616,银河君信混合A,2020-04-24,1.0297,1.2242,-0.2035,0.1946,2.0750,3.6369,5.4981,9.5268,15.6189,23.3639,4.3523,23.9931,0.08%,http://fund.eastmoney.com/	519616.html
gp,	001725,汇添富高端制造股票,2020-04-24,1.46,1.46,-0.7478,1.1080,10.6061,3.5461,2.6723,7.3529,8.7928,43.7008,0.2059,46,0.15%,http://fund.eastmoney.com/	001725.html
gp,	004788,富荣沪深300指数增强A,2020-04-24,1.0909,1.0909,-0.1739,1.1029,10.7288,5.1065,12.2903,23.1125,7.9992,,4.4323,9.09,0.12%,http://fund.eastmoney.com/	004788.html
gp,	006341,中金MSCI质量A,2020-04-24,1.6404,1.6404,-0.2796,1.0970,11.7134,3.9873,12.9986,20.6265,,,4.5373,64.04,0.10%,http://fund.eastmoney.com/	006341.html
gp,	004789,富荣沪深300指数增强C,2020-04-24,1.0882,1.0882,-0.1743,1.0962,10.7245,5.0792,12.2318,22.9882,7.7746,,4.4037,8.82,0.00%,http://fund.eastmoney.com/	004789.html
gp,	006342,中金MSCI质量C,2020-04-24,1.6385,1.6385,-0.28,1.0858,11.6905,3.9130,12.8521,20.4779,,,4.4495,63.85,0.00%,http://fund.eastmoney.com/	006342.html
hh,	501042,汇添富弘安(LOF)C,2020-04-24,1.0852,1.0852,-0.1105,0.1939,1.9159,1.2313,1.6771,1.1653,6.3713,,0.6679,8.52,0.00%,http://fund.eastmoney.com/	501042.html
hh,	002363,华安安康灵活配置混合A,2020-04-24,1.3981,1.3981,-0.2070,0.1935,2.4549,2.7486,8.5650,15.1173,33.7895,37.4730,5.3421,39.81,0.12%,http://fund.eastmoney.com/	002363.html
hh,	003496,鹏华弘尚灵活配置混合C,2020-04-24,1.1912,1.2462,-0.0168,0.1935,2.6720,4.7854,9.2794,15.0176,20.9822,24.3632,5.7013,25.0472,0.15%,http://fund.eastmoney.com/	003496.html
