fund_type,code,name,today,net_value,accumulative_value,rate_day,rate_recent_week,rate_recent_month,rate_recent_3month,rate_recent_6month,rate_recent_year,rate_recent_2year,rate_recent_3year,rate_from_this_year,rate_from_begin,rate_buy,url
hh,	005293,诺德新旺,2020-04-24,1.1006,1.1006,0.3831,5.4821,17.0104,4.58,7.6276,14.7534,4.7791,,1.8320,10.06,0.15%,http://fund.eastmoney.com/	005293.html
hh,	007518,东方阿尔法优选混合A,2020-04-24,1.2419,1.2419,-1.3974,5.0855,14.1033,16.7748,24.5388,,,,15.8705,24.1776,0.15%,http://fund.eastmoney.com/	007518.html
hh,	007519,东方阿尔法优选混合C,2020-04-24,1.2380,1.2380,-1.4017,5.0755,14.0594,16.6274,24.2099,,,,15.6793,23.7876,0.00%,http://fund.eastmoney.com/	007519.html
hh,	004448,博时汇智回报灵活配置混合,2020-04-24,1.8309,1.8309,1.1212,4.7126,6.5406,7.1767,19.1992,21.0993,50.8652,83.0717,16.2476,83.09,0.15%,http://fund.eastmoney.com/	004448.html
hh,	001218,国投瑞银精选收益混合,2020-04-24,0.8880,0.8880,-1.1136,4.4706,15.9269,21.1460,35.7798,41.6268,22.1458,27.7698,20.9809,-11.20,0.15%,http://fund.eastmoney.com/	001218.html
hh,	121005,国投瑞银创新动力混合,2020-04-24,0.7949,3.3559,-1.0457,4.3587,15.7734,20.9341,36.5507,39.7041,51.2114,54.8240,20.5048,441.6363,0.15%,http://fund.eastmoney.com/	121005.html
hh,	005358,东方阿尔法精选混合A,2020-04-24,1.1943,1.1943,-1.8088,4.1510,12.8935,11.8677,12.6167,12.3201,21.4954,,9.3481,19.43,0.15%,http://fund.eastmoney.com/	005358.html
hh,	005359,东方阿尔法精选混合C,2020-04-24,1.1812,1.1812,-1.8121,4.1439,12.8391,11.7185,12.3348,11.7608,20.2851,,9.1783,18.12,0.00%,http://fund.eastmoney.com/	005359.html
hh,	161219,国投瑞银新兴产业混合,2020-04-24,2.0640,3.1180,-0.8646,4.0847,12.9103,17.8755,33.5058,47.9570,59.2592,63.6796,18.4845,360.9408,0.15%,http://fund.eastmoney.com/	161219.html
hh,	180020,银华成长先锋混合,2020-04-24,1.5050,1.53,-1.1819,3.9365,17.4864,22.4573,22.9575,35.9531,39.4810,42.5190,20.3037,54.1565,0.15%,http://fund.eastmoney.com/	180020.html
hh,	121006,国投瑞银稳健增长混合,2020-04-24,2.0270,3.1230,-0.8802,3.8954,13.3669,17.7120,31.6234,36.4983,48.0643,51.9762,17.7120,351.6493,0.15%,http://fund.eastmoney.com/	121006.html
hh,	002547,民生加银养老服务混合,2020-04-24,1.6390,1.6390,-0.6064,3.6030,14.2160,7.6165,17.2389,22.4963,46.9955,57.2937,9.6321,63.90,0.15%,http://fund.eastmoney.com/	002547.html
hh,	004836,中融鑫价值混合A,2020-04-24,1.0065,1.0065,-0.1983,3.5174,6.0366,-4.2796,3.7094,7.8662,2.2657,,-2.3385,0.6399,0.15%,http://fund.eastmoney.com/	004836.html
hh,	164403,前海开源沪港深农业混合,2020-04-24,1.3960,1.4160,-0.1431,3.3309,13.5883,25.3143,9.4044,15.4674,43.9175,51.2459,17.0159,42.4847,0.15%,http://fund.eastmoney.com/	164403.html
hh,	002567,大成国家安全主题混合,2020-04-24,1.1520,1.1520,-0.5181,3.1334,8.8847,9.8189,28,38.2953,18.0328,28.7151,22.6837,15.20,0.15%,http://fund.eastmoney.com/	002567.html
hh,	002291,诺安安鑫灵活配置混合,2020-04-24,1.4156,1.4156,0.6327,3.1252,11.5348,11.7638,21.1675,24.1428,41.4751,41.8437,15.4367,41.56,0.15%,http://fund.eastmoney.com/	002291.html
hh,	005004,交银品质升级混合,2020-04-24,1.1076,1.1076,0.7825,3.0134,13.7050,6.9732,9.2308,8.8764,12.7214,,4.4906,10.76,0.15%,http://fund.eastmoney.com/	005004.html
hh,	000216,华安黄金易ETF联接A,2020-04-24,1.3940,1.3940,0.6135,2.9314,6.9428,9.5912,11.9949,36.3192,39.1079,32.1202,11.8242,39.40,0.06%,http://fund.eastmoney.com/	000216.html
hh,	002610,博时黄金ETF联接A,2020-04-24,1.3315,1.3315,0.6197,2.9298,6.8963,9.7059,12.1169,35.6597,38.7268,32.7385,11.8626,33.15,0.06%,http://fund.eastmoney.com/	002610.html
hh,	000217,华安黄金易ETF联接C,2020-04-24,1.3857,1.3857,0.6172,2.9265,6.9130,9.4982,11.8312,36.1733,39.1964,31.8835,11.7050,38.57,0.00%,http://fund.eastmoney.com/	000217.html
hh,	002611,博时黄金ETF联接C,2020-04-24,1.3121,1.3121,0.6212,2.9259,6.8659,9.6157,11.9253,35.1844,37.7677,31.3413,11.7347,31.21,0.00%,http://fund.eastmoney.com/	002611.html
hh,	000307,易方达黄金ETF联接A,2020-04-24,1.3279,1.3279,0.6137,2.9220,6.8474,9.9255,12.2295,35.1002,37.4495,31.1636,12.0685,32.79,0.07%,http://fund.eastmoney.com/	000307.html
hh,	161818,银华消费主题混合,2020-04-24,1.0713,1.0713,0.0747,2.9205,11.4544,6.1429,12.8441,20.2645,35.0580,41.3453,4.6191,63.4272,0.15%,http://fund.eastmoney.com/	161818.html
hh,	002963,易方达黄金ETF联接C,2020-04-24,1.3154,1.3154,0.6196,2.9184,6.8129,9.8272,12.0635,34.8022,36.9068,30.2764,11.9489,28.4069,0.00%,http://fund.eastmoney.com/	002963.html
hh,	519694,交银蓝筹混合,2020-04-24,1.0772,1.5892,-1.0017,2.8943,9.0993,13.2442,28.3191,37.5254,43.2341,60.1580,14.9020,78.4347,0.15%,http://fund.eastmoney.com/	519694.html
hh,	000218,国泰黄金ETF联接A,2020-04-24,1.4264,1.4264,0.6137,2.8852,6.8705,9.4201,11.9008,35.7959,38.3645,31.8421,11.6643,42.64,0.07%,http://fund.eastmoney.com/	000218.html
hh,	004253,国泰黄金ETF联接C,2020-04-24,1.4237,1.4237,0.6148,2.8759,6.8443,9.3219,11.6978,35.3970,37.5822,,11.5402,32.7459,0.00%,http://fund.eastmoney.com/	004253.html
hh,	519702,交银趋势混合,2020-04-24,1.7180,2.2180,0.7625,2.8743,13.6244,6.7744,8.8720,16.8708,25.8608,46.0884,3.7440,149.5376,0.15%,http://fund.eastmoney.com/	519702.html
hh,	161706,招商优质成长混合(LOF),2020-04-24,2.0375,4.1329,-0.0932,2.8625,15.0350,-0.7405,20.6544,25.1407,50.7797,67.0304,10.0697,658.2575,0.15%,http://fund.eastmoney.com/	161706.html
hh,	660012,农银消费主题混合A,2020-04-24,2.9445,3.0245,-0.7048,2.8036,12.9329,8.2975,21.2228,28.8227,26.6997,25.6026,15.2582,216.5021,0.15%,http://fund.eastmoney.com/	660012.html
hh,	000294,华安生态优先混合,2020-04-24,2.8620,3.35,-0.9346,2.8017,14.1148,19.5489,23.7354,34.6705,71.9913,123.9937,17.2951,251.8941,0.15%,http://fund.eastmoney.com/	000294.html
hh,	001940,农银现代农业加,2020-04-24,1.5030,1.5030,-0.8837,2.7692,11.8970,13.7688,27.5458,27.8714,26.2495,40.6382,17.6793,50.30,0.15%,http://fund.eastmoney.com/	001940.html
hh,	519710,交银策略回报灵活配置混合,2020-04-24,1.1330,1.7960,0.8905,2.7199,11.7357,5.6903,6.2966,7.7899,10.9896,29.4050,2.9065,103.8150,0.15%,http://fund.eastmoney.com/	519710.html
hh,	519692,交银成长混合A,2020-04-24,5.3170,6.1230,-0.9611,2.6983,8.8545,13.2650,28.4610,39.1302,38.2008,31.3910,15.1389,581.9435,0.15%,http://fund.eastmoney.com/	519692.html
hh,	162605,景顺长城鼎益混合(LOF),2020-04-24,1.8310,4.6220,0.4940,2.6921,13.3045,6.8885,7.2642,14.5752,44.9193,99.3119,2.8652,1212.5135,0.15%,http://fund.eastmoney.com/	162605.html
hh,	001927,华夏消费升级灵活配置混合A,2020-04-24,1.9250,1.9250,0.2082,2.6667,12.5073,4.6765,10.9510,14.0403,22.1447,52.5357,3.2725,92.50,0.15%,http://fund.eastmoney.com/	001927.html
hh,	004868,交银股息优化混合,2020-04-24,1.4277,1.4277,0.7836,2.6605,13.4536,7.04,9.9499,18.7869,36.0881,,4.4404,42.7557,0.15%,http://fund.eastmoney.com/	004868.html
hh,	001928,华夏消费升级灵活配置混合C,2020-04-24,1.8850,1.8850,0.1594,2.6130,12.4702,4.5480,10.6221,13.4859,20.9884,50.1992,3.1182,88.50,0.00%,http://fund.eastmoney.com/	001928.html
hh,	519979,长信内需成长混合A,2020-04-24,1.7660,2.6180,-0.1696,2.6120,13.6422,12.6733,18.9007,24.1816,31.0666,49.4231,11.1168,236.1278,0.15%,http://fund.eastmoney.com/	519979.html
hh,	003414,泰达宏利创金混合A,2020-04-24,0.7958,0.8438,0.0251,2.5648,-34.6526,-35.8691,-34.8079,-32.1395,-22.4820,-17.9994,-36.1316,-16.6710,0.10%,http://fund.eastmoney.com/	003414.html
hh,	003415,泰达宏利创金混合C,2020-04-24,0.9859,1.0309,0.0101,2.5590,-18.0261,-19.9887,-18.7356,-15.5329,-3.8053,1.4758,-20.3313,2.9472,0.00%,http://fund.eastmoney.com/	003415.html
hh,	004986,鹏华策略回报混合,2020-04-24,1.2018,1.4218,0.8306,2.5251,16.0151,3.8182,7.2844,16.6909,21.2592,,1.2554,46.3371,0.15%,http://fund.eastmoney.com/	004986.html
hh,	690001,民生加银品牌蓝筹混合,2020-04-24,1.8830,2.5030,-0.5283,2.5041,12.0167,3.9183,11.6183,14.5543,25.9812,36.9806,5.7865,159.0524,0.15%,http://fund.eastmoney.com/	690001.html
hh,	008461,平安盈丰三个月持有混合(FOF)A,2020-04-22,1.0409,1.0409,1.3436,2.5012,7.4422,2.0790,,,,,3.9652,4.09,0.15%,http://fund.eastmoney.com/	008461.html
hh,	000727,融通健康产业灵活配置混合A/B,2020-04-24,2.0930,2.0930,-0.8996,2.4976,11.4483,21.0526,44.0468,61.7465,83.7577,100.4789,28.8793,109.30,0.15%,http://fund.eastmoney.com/	000727.html
hh,	008462,平安盈丰三个月持有混合(FOF)C,2020-04-22,1.0392,1.0392,1.3359,2.4852,7.3887,1.9423,,,,,3.8058,3.92,0.00%,http://fund.eastmoney.com/	008462.html
hh,	006007,诺安积极配置混合A,2020-04-24,1.6023,1.6023,-0.7126,2.4816,12.0411,16.3448,18.2597,29.9513,,,15.0416,60.23,0.15%,http://fund.eastmoney.com/	006007.html
hh,	700004,平安灵活配置混合,2020-04-24,1.3804,1.7214,-0.5404,2.4720,8.7957,8.3686,11.2777,13.8005,34.8047,35.4662,7.4492,72.1359,0.15%,http://fund.eastmoney.com/	700004.html
hh,	006008,诺安积极配置混合C,2020-04-24,1.6032,1.6032,-0.7184,2.4605,11.9631,16.1150,17.8910,29.1861,,,14.7520,60.32,0.00%,http://fund.eastmoney.com/	006008.html
hh,	004987,诺德新享灵活配置混合,2020-04-24,1.2019,1.2019,-0.4555,2.4550,12.6218,0.9067,1.8042,14.5976,7.4372,,-3.8557,20.19,0.15%,http://fund.eastmoney.com/	004987.html
hh,	009274,融通健康产业灵活配置混合C,2020-04-24,2.0930,2.0930,-0.9465,2.4474,,,,,,,,3.2051,0.00%,http://fund.eastmoney.com/	009274.html
hh,	090020,大成健康产业混合,2020-04-24,1.1940,1.1940,-1.2407,2.4014,13.2827,16.1479,28.1116,38.0347,18.3350,29.9238,22.7133,19.40,0.15%,http://fund.eastmoney.com/	090020.html
hh,	005598,广发中小盘精选混合,2020-04-24,1.1537,1.1537,-0.1212,2.3873,9.8134,1.9080,18.4375,22.3695,,,8.2676,15.37,0.15%,http://fund.eastmoney.com/	005598.html
hh,	001030,天弘云端生活优选,2020-04-24,0.9251,0.9251,-0.8786,2.3680,11.2835,2.0856,6.2967,14.9050,23.5773,25.6247,-0.8361,-7.49,0.15%,http://fund.eastmoney.com/	001030.html
hh,	007059,汇添富养老2040五年持有混合(FOF),2020-04-22,1.1358,1.1358,1.1038,2.3520,5.4498,-1.4234,5.1277,,,,1.0139,13.58,0.15%,http://fund.eastmoney.com/	007059.html
hh,	007151,前海开源沪港深聚瑞混合,2020-04-24,1.2330,1.2330,-0.9479,2.3406,18.4666,6.3023,17.9228,,,,8.4147,23.2877,0.15%,http://fund.eastmoney.com/	007151.html
hh,	006620,华夏养老2045(FOF)A,2020-04-22,1.1793,1.1793,0.6315,2.3254,4.6964,-0.0932,12.2288,17.9182,,,6.4735,17.93,0.15%,http://fund.eastmoney.com/	006620.html
hh,	460005,华泰柏瑞价值增长混合,2020-04-24,3.7440,4.9293,-0.3434,2.3202,9.6115,8.2984,37.1465,64.2417,65.5543,83.5033,20.3580,609.9304,0.15%,http://fund.eastmoney.com/	460005.html
hh,	006621,华夏养老2045(FOF)C,2020-04-22,1.1744,1.1744,0.6255,2.3175,4.6516,-0.1955,11.9969,17.44,,,6.3479,17.44,0.00%,http://fund.eastmoney.com/	006621.html
hh,	519987,长信恒利优势混合,2020-04-24,1.2820,1.5980,0.0781,2.3145,10.3271,12.9516,17.9393,23.9845,23.2693,36.3767,13.5518,71.8217,0.15%,http://fund.eastmoney.com/	519987.html
hh,	001857,易方达现代服务业混合,2020-04-24,1.25,1.25,0.1603,2.2913,12.9178,1.4610,5.9322,12.5113,28.9990,,-1.1858,25,0.15%,http://fund.eastmoney.com/	001857.html
hh,	001365,大成正向回报灵活配置混合,2020-04-24,0.9450,0.9450,-1.2539,2.2727,8.9965,8.7457,21.7784,33.8527,18.4211,36.9565,13.5817,-5.50,0.15%,http://fund.eastmoney.com/	001365.html
hh,	002446,广发利鑫灵活配置混合,2020-04-24,1.6680,1.6680,-0.6552,2.2685,13.0081,16.4804,31.9620,45.9318,56.3261,63.0499,20.8696,66.80,0.10%,http://fund.eastmoney.com/	002446.html
hh,	007060,汇添富养老2050混合(FOF),2020-04-22,1.1278,1.1278,1.2388,2.2670,5.7775,-2.5911,5.0484,,,,0.4811,12.78,0.12%,http://fund.eastmoney.com/	007060.html
hh,	200008,长城品牌优选混合,2020-04-24,1.4391,1.6021,0.6082,2.2596,13.1457,1.6960,3.3020,8.0901,16.9150,34.2487,-2.1619,61.1790,0.15%,http://fund.eastmoney.com/	200008.html
hh,	002303,金鹰智慧生活混合,2020-04-24,1.2790,1.2790,-0.6988,2.2382,13.1858,12.7866,20.3198,29.3225,27.7722,35.9192,13.4871,27.90,0.15%,http://fund.eastmoney.com/	002303.html
hh,	000083,汇添富消费行业混合,2020-04-24,4.9630,4.9630,-0.1408,2.2245,11.8801,7.5873,11.6787,21.4933,51.8201,99.5577,4.8373,396.30,0.15%,http://fund.eastmoney.com/	000083.html
hh,	270041,广发消费品精选混合,2020-04-24,3.3340,3.3340,-0.7147,2.2072,10.6538,8.4933,13.0553,21.1483,24.8689,50.0450,6.1445,233.40,0.15%,http://fund.eastmoney.com/	270041.html
hh,	377150,上投摩根健康品质生活混合,2020-04-24,2.7060,2.7060,-0.8065,2.1903,11.4039,10.5392,15.5916,19.4175,23.5052,33.6957,13.8410,170.60,0.15%,http://fund.eastmoney.com/	377150.html
hh,	460007,华泰柏瑞行业领先混合,2020-04-24,2.4510,2.4510,-0.3253,2.1676,12.6379,19.3863,26.4706,38.5529,59.6743,91.4844,20.6201,145.10,0.15%,http://fund.eastmoney.com/	460007.html
hh,	001069,华泰柏瑞消费成长混合,2020-04-24,1.7990,1.7990,-0.3324,2.1579,9.3617,10.3004,35.5690,62.5113,67.9739,75.6836,21.39,79.90,0.15%,http://fund.eastmoney.com/	001069.html
hh,	270050,广发新经济混合,2020-04-24,3.1750,3.1750,-1.3669,2.1557,9.1065,19.8565,36.1492,57.5682,46.1114,79.0750,31.2526,217.50,0.15%,http://fund.eastmoney.com/	270050.html
hh,	006179,富国品质生活混合,2020-04-24,1.2164,1.2164,-0.3196,2.1498,11.5963,7.7795,15.7704,21.0710,,,8.9769,21.64,0.15%,http://fund.eastmoney.com/	006179.html
hh,	005264,国都多策略混合,2020-04-24,1.4443,1.4443,-0.1659,2.1212,7.2235,5.6934,8.6594,15.4886,,,6.0270,44.4156,0.12%,http://fund.eastmoney.com/	005264.html
hh,	519019,大成景阳领先混合,2020-04-24,0.6820,4.1420,-1.3025,2.0958,7.5710,2.8658,-0.7407,-15.5866,-17.8214,-3.5517,2.6923,11.2006,0.15%,http://fund.eastmoney.com/	519019.html
hh,	519915,富国消费主题混合,2020-04-24,1.7580,1.7580,-0.3401,2.0906,10.0814,6.3521,13.5660,17.8285,59.3835,74.0595,6.7395,61.8785,0.15%,http://fund.eastmoney.com/	519915.html
hh,	006763,汇添富养老2030混合(FOF),2020-04-22,1.1160,1.1160,1.0229,2.0763,5.5020,-2.1138,4.7789,7.8782,,,0.7675,11.60,0.12%,http://fund.eastmoney.com/	006763.html
hh,	260109,景顺长城内需贰号混合,2020-04-24,1.2310,3.4020,0.3260,2.0730,12.1129,7.1366,9.3292,17.6832,51.2173,61.4878,3.8026,575.1534,0.15%,http://fund.eastmoney.com/	260109.html
hh,	003291,信达澳银健康中国混合,2020-04-24,1.4790,1.4790,-0.8713,2.0704,17.1021,14.1204,23.25,44.7162,47.1642,,21.5283,47.90,0.15%,http://fund.eastmoney.com/	003291.html
hh,	006323,合煦智远嘉选混合A,2020-04-24,1.1518,1.2018,-1.5556,2.0557,10.8139,2.9772,11.2163,10.1276,,,1.9022,20.3805,0.15%,http://fund.eastmoney.com/	006323.html
hh,	006324,合煦智远嘉选混合C,2020-04-24,1.1389,1.1889,-1.5559,2.0519,10.7771,2.8444,10.9178,9.5304,,,1.7419,19.0814,0.00%,http://fund.eastmoney.com/	006324.html
hh,	320012,诺安主题精选混合,2020-04-24,2.7470,2.8470,-0.7587,2.0431,8.8352,18.7635,23.7387,40.1530,55.9909,75.4151,17.5439,201.3440,0.15%,http://fund.eastmoney.com/	320012.html
hh,	260104,景顺长城内需增长混合,2020-04-24,7.5570,9.4230,0.2654,2.0389,12.3885,6.5867,9.2076,18.4378,52.7759,65.2359,3.4590,1358.1038,0.15%,http://fund.eastmoney.com/	260104.html
hh,	217001,招商安泰混合,2020-04-24,0.4128,3.8158,-0.8407,2.0360,8.8434,3.6627,18.0664,21.3886,22.2486,35.0481,8.4749,667.8277,0.15%,http://fund.eastmoney.com/	217001.html
hh,	004424,汇添富文体娱乐混合,2020-04-24,1.6845,1.6845,-1.0515,2.0291,12.6907,11.6450,19.6038,41.4714,,,12.4124,68.45,0.15%,http://fund.eastmoney.com/	004424.html
hh,	002319,大成一带一路灵活配置混合,2020-04-24,1.3080,1.3880,-0.5323,2.0281,7.8319,8.0992,15.2424,28.4873,26.8672,,5.0603,40.6904,0.15%,http://fund.eastmoney.com/	002319.html
hh,	420003,天弘永定价值成长混合,2020-04-24,2.1590,2.4940,-0.7721,2.0273,8.7713,3.3015,8.9249,-0.7675,12.1908,16.3631,4.1838,189.2753,0.15%,http://fund.eastmoney.com/	420003.html
hh,	270005,广发聚丰混合,2020-04-24,1.1081,5.8427,-1.5022,2.0162,9.8434,11.8389,25.2940,39.7176,19.8724,21.9837,21.0774,568.6185,0.15%,http://fund.eastmoney.com/	270005.html
hh,	160605,鹏华中国50混合,2020-04-24,1.6770,4.0470,0.5999,2.0073,15.4164,3.9678,8.3333,22.1413,30.7093,47.2344,2.0073,698.9508,0.15%,http://fund.eastmoney.com/	160605.html
hh,	000452,南方医药保健灵活配置混合,2020-04-24,2.4910,2.7060,-1.3465,2.0066,15.0577,13.6405,27.6127,57.7581,55.4931,66.2884,23.5002,196.8790,0.15%,http://fund.eastmoney.com/	000452.html
hh,	260108,景顺长城新兴成长混合,2020-04-24,1.8330,3.47,0.2735,2.0033,12.4540,6.9428,9.1136,16.8274,50.1160,108.7393,3.7839,395.6631,0.15%,http://fund.eastmoney.com/	260108.html
hh,	006886,工银养老2050混合(FOF),2020-04-22,1.1204,1.1204,0.7645,2.0029,5.0342,-0.40,7.4312,11.9728,,,2.4506,12.04,0.12%,http://fund.eastmoney.com/	006886.html
hh,	007139,富国民裕进取沪港深成长,2020-04-24,1.2061,1.2061,-0.6916,1.9871,15.9043,6.0028,11.0692,,,,4.1807,20.61,0.15%,http://fund.eastmoney.com/	007139.html
hh,	006992,嘉合锦创优势精选混合,2020-04-24,1.1245,1.1245,-0.4867,1.9862,2.4042,0.9335,6.3156,12.4725,,,-0.4603,12.45,0.15%,http://fund.eastmoney.com/	006992.html
hh,	217012,招商行业领先混合A,2020-04-24,1.6470,1.9470,-0.4834,1.9815,8.0709,2.8732,16.5605,23.7416,20.3069,43.8428,8.4266,103.4834,0.15%,http://fund.eastmoney.com/	217012.html
hh,	004119,广发创新驱动灵活配置混合,2020-04-24,1.3430,1.3430,-0.2970,1.9742,10.5350,5.7480,9.3648,22.2020,28.6398,,3.0698,34.30,0.15%,http://fund.eastmoney.com/	004119.html
hh,	040004,华安宝利配置混合,2020-04-24,1.2450,4.6050,-0.6385,1.9656,10.6667,14.6409,15.2778,24.6228,46.3858,54.1537,12.3646,1239.0104,0.12%,http://fund.eastmoney.com/	040004.html
hh,	005888,华夏新兴消费混合A,2020-04-24,1.5679,1.5679,-0.7470,1.9640,11.9609,1.7456,19.1957,18.2250,,,2.1433,56.79,0.15%,http://fund.eastmoney.com/	005888.html
hh,	001398,华泰柏瑞健康生活混合,2020-04-24,1.1970,1.1970,-0.4160,1.9591,12.1837,19.8198,26.8008,36.1775,43.8702,67.8822,21.1538,19.70,0.15%,http://fund.eastmoney.com/	001398.html
hh,	090016,大成消费主题混合,2020-04-24,1.0430,1.30,-1.1374,1.9550,7.1942,-0.4771,12.7567,18.3882,21.2791,25.6626,2.3553,30.4309,0.15%,http://fund.eastmoney.com/	090016.html
hh,	005889,华夏新兴消费混合C,2020-04-24,1.5564,1.5564,-0.7525,1.9521,11.9068,1.6192,18.8999,17.6328,,,1.9788,55.64,0.00%,http://fund.eastmoney.com/	005889.html
hh,	160642,鹏华增瑞混合(LOF),2020-04-24,1.2027,1.2027,-0.6033,1.9496,5.8808,0.9315,16.5859,24.7614,23.6201,19.5765,3.5026,20.27,0.15%,http://fund.eastmoney.com/	160642.html
hh,	050026,博时医疗保健行业混合A,2020-04-24,2.8810,3.02,-2.3721,1.9462,15.7958,20.5944,29.0771,57.4317,74.3947,94.6622,26.3043,222.4881,0.15%,http://fund.eastmoney.com/	050026.html
hh,	050018,博时行业轮动混合,2020-04-24,1.3140,1.3140,-0.6803,1.9395,6.8293,6.3107,10.5130,10.9797,6.9162,18.8065,0.9217,31.40,0.15%,http://fund.eastmoney.com/	050018.html
hh,	007047,长城核心优势混合,2020-04-24,1.1638,1.2138,-0.2742,1.8999,12.8807,10.1874,17.7935,22.0388,,,8.8782,22.1608,0.15%,http://fund.eastmoney.com/	007047.html
hh,	168301,东海祥龙混合(LOF),2020-04-24,1.1326,1.1326,-0.8665,1.8983,10.2824,3.4432,5.6924,11.3996,23.6328,13.4529,5.9991,13.26,0.15%,http://fund.eastmoney.com/	168301.html
hh,	005630,华安研究精选混合,2020-04-24,1.5642,1.5642,-1.2251,1.8890,9.3923,3.9197,26.2877,39.1389,56.9222,,16.5053,56.42,0.15%,http://fund.eastmoney.com/	005630.html
hh,	006307,嘉实养老2040混合(FOF),2020-04-22,1.1362,1.1362,0.6199,1.8831,4.0286,-1.3801,9.9797,12.0955,,,3.5828,13.62,0.08%,http://fund.eastmoney.com/	006307.html
hh,	470006,汇添富医药保健混合A,2020-04-24,2.0040,2.3830,-1.9090,1.8810,14.9082,14.8424,26.1965,57.1883,46.9727,63.4173,22.6438,160.4579,0.15%,http://fund.eastmoney.com/	470006.html
hh,	001298,金鹰民族新兴混合,2020-04-24,1.41,1.41,-2.0153,1.8786,6.9803,8.0460,21.3425,15.3846,36.1004,41,16.2407,41,0.15%,http://fund.eastmoney.com/	001298.html
hh,	470008,汇添富策略回报混合,2020-04-24,2.2820,2.4120,-0.4797,1.8750,9.9759,7.3377,19.4140,36.1575,32.9063,54.1892,9.9759,152.8538,0.15%,http://fund.eastmoney.com/	470008.html
hh,	006113,汇添富创新医药混合,2020-04-24,1.9295,1.9295,-1.6013,1.8582,13.52,13.46,24.0756,58.0909,,,20.8127,92.95,0.15%,http://fund.eastmoney.com/	006113.html
hh,	000529,广发竞争优势混合,2020-04-24,2.2040,2.2040,-0.1812,1.8484,11.6515,4.0113,6.3193,19.9129,25.8709,53.5889,1.52,120.40,0.15%,http://fund.eastmoney.com/	000529.html
hh,	005812,鹏华产业精选,2020-04-24,1.3578,1.3578,0.0074,1.8452,16.6996,3.9424,17.2438,36.6133,,,6.2524,35.78,0.15%,http://fund.eastmoney.com/	005812.html
hh,	202009,南方盛元红利混合,2020-04-24,0.9420,1.5120,-0.1060,1.8379,9.5349,3.4028,10.0467,18.6398,15.8672,14.1818,4.2035,59.6395,0.15%,http://fund.eastmoney.com/	202009.html
hh,	217005,招商先锋混合,2020-04-24,1.2207,3.3389,0.0410,1.8183,8.6419,8.1704,16.8957,26.1760,45.1601,63.9237,12.4816,497.9483,0.15%,http://fund.eastmoney.com/	217005.html
hh,	006296,鹏华养老2035混合(FOF),2020-04-22,1.1543,1.1543,0.4350,1.8171,6.9985,1.5573,6.4754,14.1741,,,3.5525,15.43,0.12%,http://fund.eastmoney.com/	006296.html
hh,	000822,东海美丽中国灵活配置混合,2020-04-24,1.0710,1.0710,-1.3812,1.8061,7.6382,3.4783,8.0727,14.1791,8.4008,13.5737,11.7954,7.10,0.15%,http://fund.eastmoney.com/	000822.html
hh,	700001,平安行业先锋混合,2020-04-24,1.4110,1.6910,-0.7037,1.8037,9.5497,7.4639,11.6297,16.9014,24.5366,25.9822,6.6515,80.6534,0.15%,http://fund.eastmoney.com/	700001.html
hh,	007904,广发锐意进取3个月持有混合(FOF),2020-04-22,0.9881,0.9881,0.9192,1.8030,4.8382,-4.5222,,,,,-2.3231,-1.19,0.15%,http://fund.eastmoney.com/	007904.html
hh,	002910,易方达供给改革混合,2020-04-24,1.0956,1.0956,-1.3329,1.8026,8.6474,11.0593,31.3669,20.1316,5.7835,20.1448,13.7695,9.56,0.15%,http://fund.eastmoney.com/	002910.html
hh,	481006,工银红利混合,2020-04-24,0.9637,1.0047,-0.3516,1.7958,11.3975,0.6265,8.4881,13.7379,13.0042,23.1408,0.5321,-0.0499,0.15%,http://fund.eastmoney.com/	481006.html
hh,	206007,鹏华消费优选混合,2020-04-24,2.9140,2.9140,0.1719,1.7813,15.1324,4.2576,9.9623,24.6898,27.6391,61.4404,1.4977,191.40,0.15%,http://fund.eastmoney.com/	206007.html
hh,	002598,平安消费精选混合A,2020-04-24,1.0642,0.8582,-0.6535,1.7789,9.1936,7.7671,8.0878,11.7470,8.7728,-4.6426,7.2771,-14.1783,0.15%,http://fund.eastmoney.com/	002598.html
hh,	270007,广发大盘成长混合,2020-04-24,1.2490,1.4204,-0.1918,1.7764,11.6076,3.5398,5.7787,17.2050,29.8622,33.2129,0.9212,42.4978,0.15%,http://fund.eastmoney.com/	270007.html
hh,	002542,长城久鼎混合,2020-04-24,1.3991,1.3991,-0.9346,1.7749,10.7759,11.9190,27.8301,31.6924,34.1419,39.4915,17.5912,39.91,0.15%,http://fund.eastmoney.com/	002542.html
hh,	007780,银华尊和养老2040混合(FOF),2020-04-22,1.0798,1.0798,0.5494,1.7719,4.3083,-0.5984,7.4535,,,,3.6475,7.98,0.08%,http://fund.eastmoney.com/	007780.html
hh,	007412,景顺长城绩优成长混合,2020-04-24,1.1414,1.1414,-0.1575,1.7653,13.3353,8.8810,11.2476,,,,6.5633,14.14,0.15%,http://fund.eastmoney.com/	007412.html
hh,	007578,宝盈新锐混合C,2020-04-24,2.0210,2.0210,0.1487,1.7624,13.0314,14.8949,15.0256,,,,9.1843,22.9319,0.00%,http://fund.eastmoney.com/	007578.html
