fund_type,code,name,date,total_day,net_value,accumulative_value,rate_day,buy_status,sell_status,profit
hh,	004448,博时汇智回报灵活配置混合,2020-04-24,731,1.8309,1.8309,1.12,开放申购,开放赎回,
hh,	004448,博时汇智回报灵活配置混合,2020-04-23,731,1.8106,1.8106,1.07,开放申购,开放赎回,
hh,	004448,博时汇智回报灵活配置混合,2020-04-22,731,1.7915,1.7915,1.25,开放申购,开放赎回,
hh,	004448,博时汇智回报灵活配置混合,2020-04-21,731,1.7694,1.7694,0.51,开放申购,开放赎回,
hh,	004448,博时汇智回报灵活配置混合,2020-04-20,731,1.7605,1.7605,0.69,开放申购,开放赎回,
hh,	004448,博时汇智回报灵活配置混合,2020-04-17,731,1.7485,1.7485,-0.43,开放申购,开放赎回,
hh,	004448,博时汇智回报灵活配置混合,2020-04-16,731,1.7561,1.7561,0.01,开放申购,开放赎回,
hh,	004448,博时汇智回报灵活配置混合,2020-04-15,731,1.7559,1.7559,-0.20,开放申购,开放赎回,
hh,	004448,博时汇智回报灵活配置混合,2020-04-14,731,1.7595,1.7595,0.11,开放申购,开放赎回,
hh,	004448,博时汇智回报灵活配置混合,2020-04-13,731,1.7575,1.7575,-0.01,开放申购,开放赎回,
hh,	004448,博时汇智回报灵活配置混合,2020-04-10,731,1.7577,1.7577,-1.38,开放申购,开放赎回,
hh,	004448,博时汇智回报灵活配置混合,2020-04-09,731,1.7823,1.7823,0.04,开放申购,开放赎回,
hh,	004448,博时汇智回报灵活配置混合,2020-04-08,731,1.7815,1.7815,-0.02,开放申购,开放赎回,
hh,	004448,博时汇智回报灵活配置混合,2020-04-07,731,1.7818,1.7818,2.02,开放申购,开放赎回,
hh,	004448,博时汇智回报灵活配置混合,2020-04-03,731,1.7465,1.7465,-0.65,开放申购,开放赎回,
hh,	004448,博时汇智回报灵活配置混合,2020-04-02,731,1.7580,1.7580,2.25,开放申购,开放赎回,
hh,	004448,博时汇智回报灵活配置混合,2020-04-01,731,1.7193,1.7193,0.44,开放申购,开放赎回,
hh,	004448,博时汇智回报灵活配置混合,2020-03-31,731,1.7117,1.7117,0.36,开放申购,开放赎回,
hh,	004448,博时汇智回报灵活配置混合,2020-03-30,731,1.7056,1.7056,-0.83,开放申购,开放赎回,
hh,	004448,博时汇智回报灵活配置混合,2020-03-27,731,1.7198,1.7198,-0.62,开放申购,开放赎回,
hh,	001218,国投瑞银精选收益混合,2020-04-24,1182,0.8880,0.8880,-1.11,开放申购,开放赎回,
hh,	001218,国投瑞银精选收益混合,2020-04-23,1182,0.8980,0.8980,0.79,开放申购,开放赎回,
hh,	001218,国投瑞银精选收益混合,2020-04-22,1182,0.8910,0.8910,1.95,开放申购,开放赎回,
hh,	001218,国投瑞银精选收益混合,2020-04-21,1182,0.8740,0.8740,0.23,开放申购,开放赎回,
hh,	001218,国投瑞银精选收益混合,2020-04-20,1182,0.8720,0.8720,2.59,开放申购,开放赎回,
hh,	001218,国投瑞银精选收益混合,2020-04-17,1182,0.8500,0.8500,1.19,开放申购,开放赎回,
hh,	001218,国投瑞银精选收益混合,2020-04-16,1182,0.8400,0.8400,0.36,开放申购,开放赎回,
hh,	001218,国投瑞银精选收益混合,2020-04-15,1182,0.8370,0.8370,-1.65,开放申购,开放赎回,
hh,	001218,国投瑞银精选收益混合,2020-04-14,1182,0.8510,0.8510,2.53,开放申购,开放赎回,
hh,	001218,国投瑞银精选收益混合,2020-04-13,1182,0.8300,0.8300,0.24,开放申购,开放赎回,
hh,	001218,国投瑞银精选收益混合,2020-04-10,1182,0.8280,0.8280,-0.60,开放申购,开放赎回,
hh,	001218,国投瑞银精选收益混合,2020-04-09,1182,0.8330,0.8330,1.46,开放申购,开放赎回,
hh,	001218,国投瑞银精选收益混合,2020-04-08,1182,0.8210,0.8210,0.00,开放申购,开放赎回,
hh,	001218,国投瑞银精选收益混合,2020-04-07,1182,0.8210,0.8210,2.63,开放申购,开放赎回,
hh,	001218,国投瑞银精选收益混合,2020-04-03,1182,0.8000,0.8000,-0.12,开放申购,开放赎回,
hh,	001218,国投瑞银精选收益混合,2020-04-02,1182,0.8010,0.8010,1.14,开放申购,开放赎回,
hh,	001218,国投瑞银精选收益混合,2020-04-01,1182,0.7920,0.7920,-0.88,开放申购,开放赎回,
hh,	001218,国投瑞银精选收益混合,2020-03-31,1182,0.7990,0.7990,1.78,开放申购,开放赎回,
hh,	001218,国投瑞银精选收益混合,2020-03-30,1182,0.7850,0.7850,-1.01,开放申购,开放赎回,
hh,	001218,国投瑞银精选收益混合,2020-03-27,1182,0.7930,0.7930,0.63,开放申购,开放赎回,
hh,	121005,国投瑞银创新动力混合,2020-04-24,3278,0.7949,3.3559,-1.05,开放申购,开放赎回,
hh,	121005,国投瑞银创新动力混合,2020-04-23,3278,0.8033,3.3698,0.71,开放申购,开放赎回,
hh,	121005,国投瑞银创新动力混合,2020-04-22,3278,0.7976,3.3603,1.96,开放申购,开放赎回,
hh,	121005,国投瑞银创新动力混合,2020-04-21,3278,0.7823,3.3349,0.24,开放申购,开放赎回,
hh,	121005,国投瑞银创新动力混合,2020-04-20,3278,0.7804,3.3318,2.46,开放申购,开放赎回,
hh,	121005,国投瑞银创新动力混合,2020-04-17,3278,0.7617,3.3007,1.09,开放申购,开放赎回,
hh,	121005,国投瑞银创新动力混合,2020-04-16,3278,0.7535,3.2871,0.45,开放申购,开放赎回,
hh,	121005,国投瑞银创新动力混合,2020-04-15,3278,0.7501,3.2815,-1.60,开放申购,开放赎回,
hh,	121005,国投瑞银创新动力混合,2020-04-14,3278,0.7623,3.3017,2.53,开放申购,开放赎回,
hh,	121005,国投瑞银创新动力混合,2020-04-13,3278,0.7435,3.2705,0.23,开放申购,开放赎回,
hh,	121005,国投瑞银创新动力混合,2020-04-10,3278,0.7418,3.2677,-0.63,开放申购,开放赎回,
hh,	121005,国投瑞银创新动力混合,2020-04-09,3278,0.7465,3.2755,1.45,开放申购,开放赎回,
hh,	121005,国投瑞银创新动力混合,2020-04-08,3278,0.7358,3.2577,-0.03,开放申购,开放赎回,
