marketType,datetime,total_net_in,total_in,total_out,today_in,grand_total_in,today_balance,stock_code,stock,stock_up,sz_index,sz_index_percent
1.0,2019-11-26,108.75,389.88,281.12,122.45,4942.59,397.55,	603157,拉夏贝尔,10.06,2907.06,0.03
1.0,2019-11-25,36.53,124.65,88.11,42.47,4833.83,477.53,	601003,柳钢股份,10.08,2906.17,0.72
1.0,2019-11-22,-4.25,111.82,116.07,0.85,4797.3,519.15,	601865,福莱特,10.02,2885.29,-0.63
1.0,2019-11-21,-6.02,84.07,90.09,-1.07,4801.55,521.07,	600363,联创光电,7.01,2903.64,-0.25
1.0,2019-11-20,-8.35,73.92,82.26,-4.06,4807.58,524.06,	603882,金域医学,4.77,2911.05,-0.78
1.0,2019-11-19,9.3,81.46,72.16,14.54,4815.92,505.46,	603799,华友钴业,9.99,2933.99,0.85
1.0,2019-10-21,21.28,87.82,66.55,24.93,4673.89,495.07,	600975,新五丰,10.05,2939.62,0.05
1.0,2019-10-18,-14.9,89.09,104.0,-9.51,4652.61,529.51,	603603,博天环境,10.01,2938.14,-1.32
1.0,2019-10-17,2.01,82.57,80.55,5.78,4667.52,514.22,	603603,博天环境,10.04,2977.33,-0.05
1.0,2019-10-16,7.03,98.75,91.73,11.19,4665.5,508.81,	601811,新华文轩,10.02,2978.71,-0.41
1.0,2019-10-15,26.97,103.76,76.79,30.83,4658.47,489.17,	600809,山西汾酒,8.01,2991.05,-0.56
1.0,2019-10-14,5.2,105.09,99.9,8.24,4631.51,511.76,	600986,科达股份,10.06,3007.88,1.15
1.0,2019-10-11,27.31,110.84,83.53,32.29,4626.31,487.71,	600387,海越股份,10.03,2973.66,0.88
1.0,2019-10-10,1.57,96.28,94.71,5.48,4598.99,514.52,	601872,招商轮船,10.02,2947.71,0.78
1.0,2019-10-09,-19.83,81.16,100.99,-16.59,4597.43,536.59,	600826,兰生股份,10.0,2924.86,0.39
1.0,2019-10-08,3.53,114.47,110.94,7.3,4617.26,512.7,	603283,赛腾股份,9.99,2913.57,0.29
1.0,2019-09-30,-2.31,78.22,80.52,1.35,4613.73,518.65,	600387,海越股份,10.07,2905.19,-0.92
1.0,2019-09-27,-3.61,78.86,82.47,0.96,4616.04,519.04,	600363,联创光电,10.04,2932.17,0.11
1.0,2019-09-26,14.17,113.78,99.61,18.53,4619.65,501.47,	603283,赛腾股份,10.02,2929.09,-0.89
1.0,2019-09-25,-4.76,90.02,94.78,-0.97,4605.48,520.97,	600986,科达股份,9.92,2955.43,-1.0
1.0,2019-09-24,8.07,96.09,88.01,10.94,4610.24,509.06,	600260,凯乐科技,10.02,2985.34,0.28
1.0,2019-09-23,-22.11,90.47,112.58,-17.97,4602.17,537.97,	603121,华培动力,10.01,2977.08,-0.98
1.0,2019-09-20,71.37,256.23,184.86,87.78,4624.28,432.22,	603929,亚翔集成,10.03,3006.45,0.24
1.0,2019-09-19,3.77,89.39,85.62,7.86,4552.91,512.14,	603626,科森科技,10.01,2999.28,0.46
1.0,2019-09-18,24.52,113.9,89.38,28.83,4549.14,491.17,	603121,华培动力,10.01,2985.66,0.25
1.0,2019-09-17,-7.05,106.64,113.69,-3.33,4524.62,523.33,	600903,贵州燃气,10.03,2978.12,-1.74
1.0,2020-02-24,-48.3,162.12,210.42,-36.99,5639.72,556.99,	601952,苏垦农发,10.05,3031.23,-0.28
1.0,2020-02-21,-20.37,163.61,183.98,-8.82,5688.02,528.82,	600210,紫江企业,10.13,3039.67,0.31
1.0,2020-02-20,10.64,181.78,171.14,23.66,5708.39,496.34,	601162,天风证券,10.08,3030.15,1.84
1.0,2020-02-19,24.03,164.3,140.27,34.3,5697.74,485.7,	603283,赛腾股份,10.0,2975.4,-0.32
1.0,2020-02-18,-34.02,126.66,160.68,-23.58,5673.72,543.58,	603773,沃格光电,10.01,2984.97,0.05
1.0,2020-02-17,32.02,175.92,143.9,43.65,5707.74,476.35,	600109,国金证券,10.05,2983.62,2.28
1.0,2020-02-14,25.17,144.82,119.65,35.88,5675.72,484.12,	603118,共进股份,10.02,2917.01,0.38
1.0,2020-02-13,8.07,154.8,146.73,17.77,5650.55,502.23,	600622,光大嘉宝,10.03,2906.07,-0.71
1.0,2020-02-12,13.71,147.92,134.21,25.72,5642.48,494.28,	603993,洛阳钼业,10.05,2926.9,0.87
1.0,2020-02-11,13.97,159.54,145.57,21.64,5628.76,498.36,	600477,杭萧钢构,10.11,2901.67,0.39
1.0,2020-02-10,-11.73,153.73,165.46,0.89,5614.8,519.11,	603959,百利科技,10.07,2890.49,0.51
1.0,2020-02-07,-8.27,151.32,159.59,2.81,5626.53,517.19,	600736,苏州高新,10.1,2875.96,0.33
1.0,2020-02-06,60.83,223.56,162.73,75.29,5634.79,444.71,	600975,新五丰,10.08,2866.51,1.72
1.0,2020-02-05,-7.86,195.1,202.96,4.84,5573.96,515.16,	601678,滨化股份,10.04,2818.09,1.25
1.0,2020-02-04,0.32,254.35,254.03,13.32,5581.82,506.68,	600500,中化国际,10.11,2783.29,1.34
1.0,2020-02-03,135.91,291.82,155.9,150.15,5581.5,369.85,	600664,哈药股份,10.12,2746.61,-7.72
1.0,2020-01-23,-61.42,169.71,231.13,-51.33,5445.59,571.33,	603157,拉夏贝尔,9.94,2976.53,-2.75
1.0,2020-01-22,-7.71,148.94,156.66,2.33,5507.02,517.67,	600171,上海贝岭,10.02,3060.75,0.28
1.0,2020-01-21,-42.03,131.57,173.59,-32.24,5514.73,552.24,	600420,现代制药,10.05,3052.14,-1.41
1.0,2020-01-20,12.5,138.64,126.14,22.68,5556.75,497.32,	601698,中国卫通,10.03,3095.79,0.66
1.0,2019-09-16,4.19,116.45,112.26,8.55,4531.67,511.45,	603121,华培动力,10.01,3030.75,-0.02
1.0,2019-09-12,24.89,118.92,94.04,29.02,4527.48,490.98,	601038,一拖股份,10.0,3031.24,0.75
1.0,2019-09-11,18.05,134.86,116.81,22.49,4502.59,497.51,	600803,新奥股份,10.02,3008.81,-0.41
1.0,2019-09-10,20.41,123.77,103.36,24.16,4484.54,495.84,	603600,永艺股份,7.34,3021.2,-0.12
1.0,2019-09-09,12.38,116.42,104.05,16.6,4464.13,503.4,	601717,郑煤机,10.09,3024.74,0.84
1.0,2019-09-06,54.96,149.25,94.29,58.5,4451.75,461.5,	603773,沃格光电,9.99,2999.6,0.46
1.0,2019-09-05,54.11,177.85,123.74,57.13,4396.79,462.87,	600903,贵州燃气,10.02,2985.86,0.96
1.0,2019-09-04,46.4,140.74,94.34,50.78,4342.68,469.22,	601619,嘉泽新能,10.07,2957.41,0.93
1.0,2019-09-03,10.06,96.23,86.17,12.57,4296.28,507.43,	600545,卓郎智能,10.08,2930.15,0.21
1.0,2019-09-02,28.74,117.7,88.96,32.52,4286.23,487.48,	603669,灵康药业,10.04,2924.11,1.31
1.0,2019-08-30,40.41,136.55,96.15,42.85,4257.49,477.15,	600162,香江控股,10.13,2886.24,-0.16
1.0,2019-08-29,3.21,95.47,92.25,5.67,4217.08,514.33,	603888,新华网,10.03,2890.92,-0.1
1.0,2019-08-28,-3.63,101.09,104.72,-1.13,4213.87,521.13,	600775,南京熊猫,10.05,2893.76,-0.29
1.0,2019-08-27,71.0,286.29,215.29,73.71,4217.5,446.29,	603733,仙鹤股份,10.02,2902.19,1.35
1.0,2019-08-26,-23.47,90.69,114.16,-21.07,4146.5,541.07,	603121,华培动力,10.01,2863.57,-1.17
1.0,2019-08-23,-1.57,97.07,98.63,0.92,4169.97,519.08,	601865,福莱特,10.01,2897.43,0.49
1.0,2019-08-22,4.16,79.42,75.25,6.44,4171.53,513.56,	600511,国药股份,9.99,2883.44,0.11
1.0,2019-08-21,12.51,83.91,71.4,14.32,4167.37,505.68,	600626,申达股份,10.02,2880.33,0.01
1.0,2019-08-20,-6.18,90.14,96.32,-3.68,4154.86,523.68,	600664,哈药股份,10.08,2880.0,-0.11
1.0,2019-08-19,34.91,131.74,96.83,38.61,4161.04,481.39,	601139,深圳燃气,10.04,2883.1,2.1
1.0,2019-11-18,-0.59,69.88,70.48,4.38,4806.63,515.62,	603121,华培动力,10.0,2909.2,0.62
1.0,2019-11-15,7.28,77.58,70.3,12.19,4807.22,507.81,	601872,招商轮船,6.5,2891.34,-0.64
1.0,2019-11-14,-1.01,76.49,77.5,2.87,4799.94,517.13,	601231,环旭电子,10.03,2909.87,0.16
1.0,2019-11-13,-16.48,73.74,90.22,-12.0,4800.95,532.0,	600703,三安光电,9.98,2905.24,-0.33
1.0,2019-11-12,-0.09,77.94,78.03,4.26,4817.43,515.74,	600299,安迪苏,10.02,2914.82,0.17
1.0,2019-11-11,-0.6,80.37,80.98,3.49,4817.51,516.51,	603639,海利尔,5.48,2909.97,-1.83
1.0,2019-11-08,-6.06,86.96,93.02,-1.59,4818.12,521.59,	600363,联创光电,9.14,2964.18,-0.49
1.0,2019-11-07,5.27,81.44,76.17,10.59,4824.17,509.41,	603121,华培动力,9.99,2978.71,0.0
1.0,2019-11-06,9.22,91.48,82.26,13.81,4818.9,506.19,	603121,华培动力,10.0,2978.6,-0.43
1.0,2019-11-05,31.69,131.75,100.07,36.17,4809.68,483.83,	603801,志邦家居,10.02,2991.56,0.54
1.0,2019-11-04,22.68,104.37,81.69,26.32,4777.99,493.68,	603008,喜临门,9.63,2975.49,0.58
1.0,2019-11-01,32.79,119.3,86.52,38.12,4755.32,481.88,	600216,浙江医药,10.02,2958.2,0.99
1.0,2019-10-31,31.89,123.1,91.2,36.97,4722.53,483.03,	600208,新湖中宝,10.13,2929.06,-0.35
1.0,2019-10-30,6.38,103.7,97.32,9.61,4690.64,510.39,	600093,禾嘉股份,10.01,2939.32,-0.5
1.0,2019-10-29,8.89,88.0,79.11,12.04,4684.26,507.96,	601789,宁波建工,10.13,2954.18,-0.87
1.0,2019-10-28,15.8,101.05,85.26,20.05,4675.37,499.95,	600208,新湖中宝,10.03,2980.05,0.85
1.0,2019-10-25,0.06,93.86,93.8,4.99,4659.58,515.01,	603569,长久物流,10.05,2954.93,0.48
1.0,2019-10-24,-5.35,72.24,77.59,-1.8,4659.51,521.8,	600903,贵州燃气,10.04,2940.92,-0.02
1.0,2019-10-23,-12.69,66.01,78.7,-8.55,4664.87,528.55,	601360,三六零,6.03,2941.62,-0.43
1.0,2019-10-22,3.66,74.19,70.53,6.84,4677.55,513.16,	600986,科达股份,10.04,2954.38,0.5
1.0,2020-03-23,-62.94,129.28,192.22,-58.78,5093.14,578.78,	600598,北大荒,9.97,2660.17,-3.11
1.0,2020-03-20,35.95,212.82,176.87,46.73,5156.09,473.27,	603897,长城科技,10.03,2745.62,1.61
1.0,2020-03-19,-56.35,167.31,223.66,-52.48,5120.14,572.48,	603279,景津环保,10.02,2702.13,-0.98
1.0,2020-03-18,-41.12,151.4,192.51,-36.92,5176.49,556.92,	603533,掌阅科技,10.02,2728.76,-1.83
1.0,2020-03-17,-56.02,162.85,218.86,-50.42,5217.6,570.42,	600312,平高电气,10.03,2779.64,-0.34
1.0,2020-03-16,-53.17,176.18,229.35,-48.71,5273.62,568.71,	600748,上实发展,10.0,2789.25,-3.4
1.0,2020-03-13,-105.54,178.7,284.24,-97.05,5326.79,617.05,	600089,特变电工,10.07,2887.43,-1.23
1.0,2020-03-12,-66.4,152.07,218.47,-55.33,5432.33,575.33,	600498,烽火通信,9.1,2923.49,-1.52
1.0,2020-03-11,-1.13,170.39,171.52,7.55,5498.73,512.45,	600167,联美控股,10.01,2968.52,-0.94
1.0,2020-03-10,6.26,197.14,190.87,18.42,5499.86,501.58,	600118,中国卫星,10.01,2996.76,1.82
1.0,2020-03-09,-96.71,166.47,263.18,-87.03,5493.6,607.03,	601872,招商轮船,10.09,2943.29,-3.01
1.0,2020-03-06,-26.75,147.78,174.52,-17.39,5590.31,537.39,	600312,平高电气,10.07,3034.51,-1.21
1.0,2020-03-05,32.2,238.0,205.8,39.35,5617.06,480.65,	601789,宁波建工,10.04,3071.68,1.99
1.0,2020-03-04,13.34,193.39,180.05,24.84,5584.86,495.16,	600239,云南城投,10.03,3011.67,0.63
1.0,2020-03-03,11.45,213.05,201.6,23.39,5571.52,496.61,	600582,天地科技,10.09,2992.9,0.74
1.0,2020-03-02,26.5,226.16,199.67,39.95,5560.07,480.05,	600502,安徽水利,10.1,2970.93,3.15
1.0,2020-02-28,-36.06,214.4,250.45,-23.24,5533.57,543.24,	600688,上海石化,5.26,2880.3,-3.71
1.0,2020-02-27,-20.93,190.19,211.13,-9.87,5569.63,529.87,	603317,天味食品,10.0,2991.33,0.11
1.0,2020-02-26,-16.47,210.0,226.46,-4.33,5590.56,524.33,	600162,香江控股,10.19,2987.93,-0.83
1.0,2020-02-25,-32.69,190.39,223.08,-19.37,5607.03,539.37,	600418,江淮汽车,10.08,3013.05,-0.6
1.0,2020-01-17,18.38,131.09,112.71,27.09,5544.25,492.91,	603888,新华网,10.0,3075.5,0.05
1.0,2020-01-16,15.72,127.63,111.91,24.21,5525.88,495.79,	603533,掌阅科技,9.99,3074.08,-0.52
1.0,2020-01-15,-4.97,116.68,121.65,3.18,5510.16,516.82,	600667,太极实业,10.06,3090.04,-0.54
1.0,2020-01-14,20.51,138.6,118.09,28.92,5515.13,491.08,	600239,云南城投,10.06,3106.82,-0.28
1.0,2020-01-13,25.75,140.62,114.87,35.09,5494.62,484.91,	600733,北汽蓝谷,10.03,3115.57,0.75
1.0,2020-01-10,14.94,132.01,117.07,22.58,5468.88,497.42,	603626,科森科技,10.03,3092.29,-0.08
1.0,2020-01-09,32.61,152.68,120.07,41.23,5453.94,478.77,	603773,沃格光电,10.01,3094.88,0.91
1.0,2020-01-08,-4.14,125.1,129.24,4.03,5421.33,515.97,	600072,中船科技,10.03,3066.89,-1.22
1.0,2020-01-07,19.71,147.78,128.07,28.52,5425.47,491.48,	600373,中文传媒,9.99,3104.8,0.69
1.0,2020-01-06,8.05,157.99,149.94,16.68,5405.76,503.32,	600373,中文传媒,10.03,3083.41,-0.01
1.0,2020-01-03,14.15,145.44,131.29,20.83,5397.7,499.17,	603279,景津环保,10.01,3083.79,-0.05
1.0,2020-01-02,50.45,182.66,132.21,57.13,5383.55,462.87,	600053,九鼎投资,9.99,3085.2,1.15
1.0,2019-12-31,-1.63,93.41,95.04,4.31,5333.11,515.69,	600061,国投安信,10.03,3050.12,0.33
1.0,2019-12-30,14.73,135.76,121.02,24.94,5334.74,495.06,	600876,洛阳玻璃,10.03,3040.02,1.16
1.0,2019-12-27,32.99,152.51,119.52,39.92,5320.01,480.08,	600876,洛阳玻璃,10.0,3005.04,-0.08
1.0,2019-12-23,9.13,108.77,99.64,14.89,5287.02,505.11,	603799,华友钴业,5.35,2962.75,-1.4
1.0,2019-12-20,26.15,125.63,99.48,34.64,5277.88,485.36,	601901,方正证券,10.0,3004.94,-0.4
1.0,2019-12-19,20.83,106.98,86.16,27.58,5251.74,492.42,	603103,横店影视,7.57,3017.07,0.0
1.0,2019-12-18,23.06,123.37,100.32,29.93,5230.91,490.07,	601990,南京证券,10.01,3017.04,-0.18
1.0,2019-12-17,49.9,156.23,106.33,57.97,5207.85,462.03,	601990,南京证券,10.04,3022.42,1.27
1.0,2019-08-16,-2.98,89.98,92.96,-1.03,4126.13,521.03,	600600,青岛啤酒,10.01,2823.82,0.28
1.0,2019-08-15,-6.99,81.61,88.59,-4.29,4129.11,524.29,	600536,中国软件,10.0,2815.8,0.25
1.0,2019-08-14,-5.72,82.06,87.77,-3.67,4136.09,523.67,	600072,中船科技,10.02,2808.91,0.42
1.0,2019-08-13,-17.82,73.76,91.58,-15.82,4141.81,535.82,	600867,通化东宝,10.01,2797.26,-0.63
1.0,2019-08-12,3.02,91.36,88.35,7.05,4159.64,512.95,	601865,福莱特,10.0,2814.99,1.45
1.0,2019-08-09,-0.47,74.73,75.2,2.07,4156.62,517.93,	600711,盛屯矿业,10.06,2774.75,-0.71
1.0,2019-08-08,9.36,93.92,84.56,11.88,4157.09,508.12,	600072,中船科技,10.01,2794.55,0.93
1.0,2019-08-07,-24.57,76.36,100.92,-22.47,4147.73,542.47,	600105,永鼎股份,10.14,2768.68,-0.32
1.0,2019-08-06,-32.45,106.09,138.54,-29.54,4172.29,549.54,	603882,金域医学,7.85,2777.56,-1.56
1.0,2019-08-05,-24.3,80.65,104.95,-21.71,4204.74,541.71,	600547,山东黄金,10.01,2821.5,-1.62
1.0,2019-08-02,-46.56,74.33,120.89,-44.57,4229.04,564.57,	603233,大参林,10.01,2867.84,-1.41
1.0,2019-08-01,-12.83,74.13,86.95,-10.16,4275.59,530.16,	603501,韦尔股份,5.59,2908.77,-0.81
1.0,2019-07-31,-6.21,52.45,58.66,-5.84,4288.42,525.84,	603339,四方冷链,10.03,2932.51,-0.67
1.0,2019-07-30,-4.09,68.51,72.59,-1.74,4294.63,521.74,	600816,安信信托,5.87,2952.34,0.39
1.0,2019-07-29,-15.11,58.0,73.11,-13.07,4298.72,533.07,	600183,生益科技,7.94,2941.01,-0.12
1.0,2019-07-26,-8.78,61.51,70.29,-6.14,4313.83,526.14,	600422,昆明制药,8.66,2944.54,0.24
1.0,2019-07-25,17.14,77.51,60.36,19.59,4322.61,500.41,	603711,香飘飘,9.99,2937.36,0.48
1.0,2019-07-24,11.87,83.06,71.19,13.92,4305.47,506.08,	600398,海澜之家,7.66,2923.28,0.8
1.0,2019-07-23,3.34,69.54,66.19,5.0,4293.59,515.0,	603421,鼎信通讯,7.71,2899.94,0.45
1.0,2019-07-22,-5.79,75.3,81.09,-4.45,4290.25,524.45,	603501,韦尔股份,4.53,2886.97,-1.27
1.0,2019-03-13,-5.05,150.62,155.67,-2.58,4359.88,522.58,	600376,首开股份,10.04,3026.95,-1.09
1.0,2019-03-12,7.36,163.7,156.34,9.46,4364.93,510.54,	600637,百视通,10.03,3060.31,1.1
1.0,2019-03-11,-8.07,124.77,132.84,-5.19,4357.57,525.19,	600973,宝胜股份,10.09,3026.99,1.92
1.0,2019-03-08,-22.78,153.0,175.78,-20.53,4365.64,540.53,	601789,宁波建工,10.1,2969.86,-4.4
1.0,2019-03-07,-25.5,126.33,151.84,-22.56,4388.42,542.56,	601326,秦港股份,10.11,3106.42,0.14
1.0,2019-03-06,-8.95,159.31,168.27,-4.79,4413.92,524.79,	601598,中国外运,10.05,3102.1,1.57
1.0,2019-03-05,19.12,159.41,140.29,21.89,4422.87,498.11,	600635,大众公用,10.08,3054.25,0.88
1.0,2019-03-04,-8.16,199.82,207.98,-5.84,4403.75,525.84,	601319,中国人保,10.05,3027.58,1.12
1.0,2019-03-01,10.27,147.31,137.04,12.57,4411.91,507.43,	600094,大名城,10.09,2994.01,1.8
1.0,2019-02-28,13.27,140.95,127.69,16.03,4401.64,503.97,	601231,环旭电子,10.03,2940.95,-0.44
1.0,2019-02-27,29.01,182.47,153.46,32.15,4388.38,487.85,	600828,成商集团,10.1,2953.82,0.42
1.0,2019-02-26,7.85,192.09,184.25,10.11,4359.37,509.89,	601618,中国中冶,10.09,2941.52,-0.67
1.0,2019-02-25,-25.31,176.15,201.47,-20.89,4351.52,540.89,	600208,新湖中宝,10.12,2961.28,5.6
1.0,2019-02-22,35.9,111.7,75.8,39.65,4376.83,480.35,	600909,华安证券,10.09,2804.23,1.91
1.0,2019-02-21,14.74,107.96,93.23,17.19,4340.94,502.81,	600531,豫光金铅,10.1,2751.8,-0.34
1.0,2019-02-20,29.33,98.34,69.01,32.29,4326.2,487.71,	600685,广船国际,9.98,2761.22,0.2
1.0,2019-02-19,12.59,103.96,91.36,14.18,4296.87,505.82,	600816,安信信托,10.04,2755.65,0.05
1.0,2019-02-18,21.49,98.5,77.01,24.01,4284.27,495.99,	601231,环旭电子,10.03,2754.36,2.68
1.0,2019-02-15,6.68,79.9,73.22,9.2,4262.78,510.8,	600975,新五丰,10.08,2682.39,-1.37
1.0,2019-02-14,30.8,98.24,67.43,33.24,4256.11,486.76,	600975,新五丰,10.04,2719.7,-0.05
1.0,2019-04-11,-17.82,157.83,175.65,-14.73,4395.14,534.73,	600875,东方电气,10.04,3189.96,-1.6
1.0,2019-04-10,-3.46,162.71,166.17,-0.28,4412.96,520.28,	600775,南京熊猫,10.04,3241.93,0.07
1.0,2019-04-09,4.28,165.58,161.3,8.41,4416.42,511.59,	600775,南京熊猫,10.03,3239.66,-0.16
1.0,2019-04-08,-20.57,200.18,220.75,-16.79,4412.14,536.79,	600623,双钱股份,10.04,3244.81,-0.05
1.0,2019-04-04,-0.88,187.07,187.94,2.82,4432.71,517.18,	600018,上港集团,10.05,3246.57,0.94
1.0,2019-04-03,17.31,179.88,162.58,21.36,4433.59,498.64,	600826,兰生股份,10.03,3216.3,1.24
1.0,2019-04-02,2.58,165.1,162.52,5.96,4416.28,514.04,	600705,中航资本,10.08,3176.82,0.2
1.0,2019-04-01,2.62,201.99,199.37,5.64,4413.7,514.36,	600996,贵广网络,10.05,3170.36,2.58
1.0,2019-03-29,66.89,221.29,154.4,70.77,4411.08,449.23,	601881,中国银河,10.05,3090.76,3.2
1.0,2019-03-28,-11.61,111.41,123.01,-8.89,4344.18,528.89,	600775,南京熊猫,9.96,2994.94,-0.92
1.0,2019-03-27,1.79,115.19,113.4,4.9,4355.79,515.1,	600572,康恩贝,10.05,3022.72,0.85
1.0,2019-03-26,9.96,121.22,111.25,12.16,4354.0,507.84,	600093,禾嘉股份,7.11,2997.1,-1.51
1.0,2019-03-25,-75.16,106.25,181.41,-73.05,4344.04,593.05,	600284,浦东建设,10.05,3043.03,-1.97
1.0,2019-03-22,-1.09,120.56,121.65,2.09,4419.2,517.91,	600284,浦东建设,10.07,3104.15,0.09
1.0,2019-03-21,-12.02,116.72,128.74,-8.33,4420.3,528.33,	603569,长久物流,10.02,3101.46,0.35
1.0,2019-03-20,8.94,134.26,125.33,11.83,4432.32,508.17,	600072,中船科技,10.04,3090.64,-0.01
1.0,2019-03-19,-0.22,135.79,136.01,2.0,4423.38,518.0,	600975,新五丰,10.01,3090.98,-0.18
1.0,2019-03-18,32.66,189.18,156.52,36.19,4423.6,483.81,	600775,南京熊猫,10.05,3096.42,2.47
1.0,2019-03-15,20.09,154.08,133.99,23.89,4390.94,496.11,	600846,同济科技,10.06,3021.75,1.04
1.0,2019-03-14,10.97,144.38,133.4,14.02,4370.85,505.98,	600720,祁连山,10.01,2990.69,-1.2
1.0,2019-07-19,42.87,108.26,65.38,44.95,4296.04,475.05,	603283,赛腾股份,8.03,2924.2,0.79
1.0,2019-07-18,16.68,83.92,67.24,18.67,4253.16,501.33,	601012,隆基股份,4.43,2901.18,-1.04
1.0,2019-07-17,9.27,74.77,65.5,10.82,4236.48,509.18,	600975,新五丰,9.61,2931.69,-0.2
1.0,2019-07-16,7.08,78.27,71.18,8.49,4227.21,511.51,	601678,滨化股份,9.94,2937.62,-0.16
1.0,2019-07-15,-21.29,94.69,115.98,-19.39,4220.12,539.39,	600072,中船科技,9.35,2942.19,0.4
1.0,2019-07-12,7.75,78.93,71.18,9.28,4241.42,510.72,	600261,阳光照明,8.06,2930.55,0.44
1.0,2019-07-11,18.24,84.88,66.65,19.92,4233.66,500.08,	600007,中国国贸,8.72,2917.76,0.08
1.0,2019-07-10,-16.36,59.42,75.79,-14.61,4215.43,534.61,	603579,荣泰健康,7.4,2915.3,-0.44
1.0,2019-07-09,-19.45,60.08,79.52,-18.15,4231.79,538.15,	603283,赛腾股份,10.0,2928.23,-0.17
1.0,2019-07-08,-26.15,78.15,104.3,-24.62,4251.24,544.62,	600072,中船科技,4.7,2933.36,-2.58
1.0,2019-07-05,-1.24,69.8,71.04,0.1,4277.39,519.9,	603363,傲农生物,10.0,3011.06,0.19
