code,name,datetime,price_start,price_end,price_max,price_min,amount,value,swing
399006,创业板指,2010-10-29,1042.40,1064.52,1069.75,1042.40,2235518,7678784000.00,2.63
399006,创业板指,2010-11-01,1071.63,1107.52,1113.62,1071.63,2817899,9836596224.00,3.94
399006,创业板指,2010-11-02,1108.09,1075.15,1108.09,1074.58,2454531,8659221504.00,3.03
399006,创业板指,2010-11-03,1063.20,1040.62,1063.20,1040.55,1620491,5454222848.00,2.11
399006,创业板指,2010-11-04,1041.42,1057.71,1057.71,1037.24,1338790,4549208576.00,1.97
399006,创业板指,2010-11-05,1067.87,1072.22,1072.22,1058.26,1397024,4795822080.00,1.32
399006,创业板指,2010-11-08,1077.50,1107.06,1107.06,1077.50,1786498,6235219968.00,2.76
399006,创业板指,2010-11-09,1110.43,1115.65,1117.52,1102.01,1900221,6746547712.00,1.40
399006,创业板指,2010-11-10,1115.74,1141.58,1147.48,1113.75,2266693,7916958720.00,3.02
399006,创业板指,2010-11-11,1137.08,1132.72,1163.70,1132.36,2297906,7972459520.00,2.75
399006,创业板指,2010-11-12,1126.85,1082.24,1140.63,1080.27,2292284,8050112512.00,5.33
399006,创业板指,2010-11-15,1087.81,1148.54,1148.54,1086.52,2091313,7721729536.00,5.73
399006,创业板指,2010-11-16,1154.41,1126.18,1175.31,1111.50,2894465,10386977792.00,5.56
399006,创业板指,2010-11-17,1115.12,1085.35,1132.86,1080.93,2076114,7106503680.00,4.61
399006,创业板指,2010-11-18,1090.14,1102.84,1102.84,1077.06,1569906,5219806720.00,2.38
399006,创业板指,2010-11-19,1106.75,1153.17,1153.17,1105.59,2414228,8111277568.00,4.31
399006,创业板指,2010-11-22,1153.26,1174.94,1194.20,1151.76,3034243,10608553984.00,3.68
399006,创业板指,2010-11-23,1172.06,1183.50,1183.84,1148.81,2157363,7681751552.00,2.98
399006,创业板指,2010-11-24,1176.42,1208.45,1208.45,1174.68,2120382,7594378752.00,2.85
399006,创业板指,2010-11-25,1212.77,1186.36,1215.74,1177.83,2101209,7526842880.00,3.14
399006,创业板指,2010-11-26,1184.80,1196.02,1200.50,1179.28,1747079,6325633024.00,1.79
399006,创业板指,2010-11-29,1195.31,1220.11,1221.74,1193.41,1964041,7287946240.00,2.37
399006,创业板指,2010-11-30,1219.08,1181.50,1219.12,1146.97,2362348,8516006400.00,5.91
399006,创业板指,2010-12-01,1176.61,1177.18,1182.57,1169.89,1194692,4367794176.00,1.07
399006,创业板指,2010-12-02,1187.10,1177.84,1192.80,1177.81,1251548,4635977216.00,1.27
399006,创业板指,2010-12-03,1177.17,1157.94,1178.67,1148.09,1204867,4450798080.00,2.60
399006,创业板指,2010-12-06,1157.72,1134.38,1159.30,1124.94,1133120,4059918336.00,2.97
399006,创业板指,2010-12-07,1132.33,1161.69,1162.58,1123.76,924935,3432386560.00,3.42
399006,创业板指,2010-12-08,1160.92,1160.24,1176.42,1158.10,1018373,3804190976.00,1.58
399006,创业板指,2010-12-09,1158.82,1144.53,1160.91,1144.18,996302,3617316352.00,1.44
399006,创业板指,2010-12-10,1139.83,1166.80,1167.68,1136.33,1029898,3865522176.00,2.74
399006,创业板指,2010-12-13,1175.51,1209.27,1210.75,1175.51,1624762,6233175040.00,3.02
399006,创业板指,2010-12-14,1211.46,1218.52,1219.71,1204.66,1422649,5339625984.00,1.24
399006,创业板指,2010-12-15,1217.81,1211.80,1224.05,1209.29,1428834,5255721984.00,1.21
399006,创业板指,2010-12-16,1209.62,1225.03,1233.62,1209.34,1475229,5295292928.00,2.00
399006,创业板指,2010-12-17,1222.93,1232.98,1233.39,1222.93,1283842,4801740800.00,0.85
399006,创业板指,2010-12-20,1235.67,1212.34,1239.60,1180.53,1749592,6788415488.00,4.79
399006,创业板指,2010-12-21,1212.09,1215.02,1222.30,1204.48,1210381,4491643392.00,1.47
399006,创业板指,2010-12-22,1214.77,1201.65,1215.79,1199.68,1109217,4057622784.00,1.33
399006,创业板指,2010-12-23,1198.74,1176.36,1200.76,1175.86,1073045,4106420736.00,2.07
399006,创业板指,2010-12-24,1170.69,1144.50,1170.69,1140.13,1011828,3824362496.00,2.60
399006,创业板指,2010-12-27,1145.70,1105.30,1154.53,1100.52,996825,3686715648.00,4.72
399006,创业板指,2010-12-28,1098.94,1091.48,1099.18,1080.40,942165,3226394112.00,1.70
399006,创业板指,2010-12-29,1091.82,1113.31,1113.31,1091.82,789672,2849558784.00,1.97
399006,创业板指,2010-12-30,1113.56,1117.21,1122.41,1106.43,821867,3028753408.00,1.44
399006,创业板指,2010-12-31,1117.36,1137.66,1138.47,1117.36,841734,3190304000.00,1.89
399006,创业板指,2011-01-04,1142.17,1155.11,1155.52,1140.04,1695881,7403006976.00,1.36
399006,创业板指,2011-01-05,1153.91,1155.35,1159.12,1146.38,1683527,7341840384.00,1.10
399006,创业板指,2011-01-06,1153.63,1134.79,1159.41,1134.09,1559129,6869233664.00,2.19
399006,创业板指,2011-01-07,1132.73,1126.52,1139.78,1119.61,1974030,9548235776.00,1.78
399006,创业板指,2011-01-10,1124.34,1093.77,1124.34,1089.06,1591818,7219412480.00,3.13
399006,创业板指,2011-01-11,1089.99,1078.36,1089.99,1068.40,1376431,5853695488.00,1.97
399006,创业板指,2011-01-12,1083.12,1089.67,1095.52,1071.09,1234470,5239284736.00,2.27
399006,创业板指,2011-01-13,1094.83,1093.86,1097.10,1089.67,1776971,7317823488.00,0.68
399006,创业板指,2011-01-14,1092.09,1067.42,1092.09,1065.75,1534370,6235600896.00,2.41
399006,创业板指,2011-01-17,1066.44,1028.16,1066.99,1025.66,1701014,6922489344.00,3.87
399006,创业板指,2011-01-18,1021.84,1025.72,1029.86,1014.63,1018064,4027368960.00,1.48
399006,创业板指,2011-01-19,1025.93,1048.54,1048.60,1023.15,1178339,4748988416.00,2.48
399006,创业板指,2011-01-20,1047.77,1020.39,1051.52,1020.29,1442281,5770513920.00,2.98
399006,创业板指,2011-01-21,1014.72,1024.51,1033.52,1013.27,1254321,5075485184.00,1.98
399006,创业板指,2011-01-24,1024.79,994.97,1029.33,994.26,1315743,5500294656.00,3.42
399006,创业板指,2011-01-25,992.57,979.00,992.57,968.32,1421063,5456791552.00,2.44
399006,创业板指,2011-01-26,978.07,995.74,995.78,977.85,1161020,4471076352.00,1.83
399006,创业板指,2011-01-27,991.06,1013.02,1015.05,984.79,1186127,4478251008.00,3.04
399006,创业板指,2011-01-28,1013.64,1020.94,1023.63,1011.30,998536,3845951232.00,1.22
399006,创业板指,2011-01-31,1021.63,1029.12,1030.19,1014.40,1211559,4843982848.00,1.55
399006,创业板指,2011-02-01,1029.67,1032.60,1034.14,1026.90,1447715,5627796480.00,0.70
399006,创业板指,2011-02-09,1026.45,1025.15,1037.84,1021.79,1287175,4788958720.00,1.55
399006,创业板指,2011-02-10,1026.25,1063.95,1063.95,1024.71,1833971,6739880448.00,3.83
399006,创业板指,2011-02-11,1067.19,1071.58,1075.59,1065.15,1858216,7173862912.00,0.98
399006,创业板指,2011-02-14,1072.31,1086.56,1087.31,1072.31,2085430,8396670976.00,1.40
399006,创业板指,2011-02-15,1086.80,1087.72,1097.56,1082.27,2692483,9864465408.00,1.41
399006,创业板指,2011-02-16,1086.77,1107.24,1107.24,1083.85,2430058,9216957440.00,2.15
399006,创业板指,2011-02-17,1108.63,1115.33,1116.96,1103.89,2407534,9368213504.00,1.18
399006,创业板指,2011-02-18,1114.45,1100.46,1114.69,1098.58,2314419,8861476864.00,1.44
399006,创业板指,2011-02-21,1096.17,1117.67,1117.67,1094.43,2338857,9423121408.00,2.11
399006,创业板指,2011-02-22,1118.61,1088.27,1122.18,1087.01,3202336,12449324032.00,3.15
399006,创业板指,2011-02-23,1088.08,1114.05,1117.29,1087.86,2313215,9947056128.00,2.70
399006,创业板指,2011-02-24,1112.43,1101.95,1112.72,1094.62,2238639,9413684224.00,1.62
399006,创业板指,2011-02-25,1098.11,1095.10,1098.73,1085.80,1966280,7877873664.00,1.17
399006,创业板指,2011-02-28,1096.34,1099.78,1099.78,1087.59,1903786,7613563904.00,1.11
399006,创业板指,2011-03-01,1100.81,1098.00,1102.55,1091.98,2101515,8041562112.00,0.96
399006,创业板指,2011-03-02,1094.97,1088.90,1096.09,1077.65,1797659,6938441216.00,1.68
399006,创业板指,2011-03-03,1088.89,1064.31,1091.89,1062.37,1799709,6877458432.00,2.71
399006,创业板指,2011-03-04,1063.43,1071.86,1071.86,1056.56,1471274,5426590208.00,1.44
399006,创业板指,2011-03-07,1073.93,1078.11,1078.11,1069.93,1770028,6658862080.00,0.76
399006,创业板指,2011-03-08,1079.53,1084.82,1085.31,1074.10,2526986,8812152832.00,1.04
399006,创业板指,2011-03-09,1084.70,1087.30,1087.30,1075.46,2453239,8904006656.00,1.09
399006,创业板指,2011-03-10,1088.34,1093.90,1103.54,1087.56,2564247,9837758464.00,1.47
399006,创业板指,2011-03-11,1090.21,1101.76,1113.01,1088.65,2755355,10764427264.00,2.23
399006,创业板指,2011-03-14,1099.32,1107.54,1107.54,1095.90,2543075,9295617024.00,1.06
399006,创业板指,2011-03-15,1108.20,1094.95,1108.20,1078.23,2786249,10290751488.00,2.71
399006,创业板指,2011-03-16,1094.12,1102.21,1102.67,1094.12,2621254,9973230592.00,0.78
399006,创业板指,2011-03-17,1096.22,1078.37,1096.22,1074.87,2579187,9618102272.00,1.94
399006,创业板指,2011-03-18,1081.60,1083.60,1088.31,1079.56,1714087,6422767104.00,0.81
399006,创业板指,2011-03-21,1083.15,1070.60,1084.55,1068.31,1675007,6448694272.00,1.50
399006,创业板指,2011-03-22,1072.39,1067.29,1074.08,1057.86,1846559,6761189888.00,1.52
399006,创业板指,2011-03-23,1066.17,1076.56,1076.56,1064.59,1762140,6575953920.00,1.12
399006,创业板指,2011-03-24,1078.02,1077.99,1081.59,1074.04,1872127,6819942912.00,0.70
399006,创业板指,2011-03-25,1077.34,1072.34,1078.02,1069.38,1977720,7106481664.00,0.80
399006,创业板指,2011-03-28,1072.89,1052.11,1074.41,1051.02,2287752,8190142976.00,2.18
399006,创业板指,2011-03-29,1050.29,1019.04,1050.29,1017.88,2763171,9805270016.00,3.08
399006,创业板指,2011-03-30,1017.16,1006.37,1019.17,1004.38,1944158,6412176384.00,1.45
399006,创业板指,2011-03-31,1006.72,1008.30,1019.32,1005.37,1590416,5135414272.00,1.39
399006,创业板指,2011-04-01,1006.04,1015.08,1015.08,1002.86,1294019,4125940992.00,1.21
399006,创业板指,2011-04-06,1011.68,994.26,1011.82,992.31,1541654,4960950272.00,1.92
399006,创业板指,2011-04-07,993.38,1004.41,1004.41,992.43,1773952,5465477632.00,1.20
399006,创业板指,2011-04-08,1004.14,1019.14,1019.14,1002.38,1569267,4954629120.00,1.67
399006,创业板指,2011-04-11,1021.30,1002.80,1022.56,1002.43,1710574,5550286336.00,1.98
399006,创业板指,2011-04-12,1000.77,1000.16,1007.25,997.75,1354872,4373986304.00,0.95
399006,创业板指,2011-04-13,999.53,1020.75,1020.75,998.52,1508995,5016656384.00,2.22
399006,创业板指,2011-04-14,1021.10,1016.62,1021.46,1013.99,1412610,4647288320.00,0.73
399006,创业板指,2011-04-15,1015.97,1010.06,1016.15,1002.64,1777145,5334863360.00,1.33
399006,创业板指,2011-04-18,1008.48,1003.26,1010.66,1000.18,1524246,4609672704.00,1.04
399006,创业板指,2011-04-19,1000.88,994.30,1000.88,986.90,1759370,5369582080.00,1.39
399006,创业板指,2011-04-20,993.94,1008.18,1009.50,991.88,1687702,5324734464.00,1.77
399006,创业板指,2011-04-21,1007.98,1010.56,1017.70,1006.91,2388192,7231818240.00,1.07
399006,创业板指,2011-04-22,1008.17,1004.65,1008.30,1000.92,1893595,5644621824.00,0.73
399006,创业板指,2011-04-25,1001.08,975.17,1001.08,974.98,1990286,5888717824.00,2.60
399006,创业板指,2011-04-26,970.96,958.29,973.56,954.98,1969918,5652329472.00,1.91
399006,创业板指,2011-04-27,956.77,942.54,961.64,936.99,1827124,5145599488.00,2.57
399006,创业板指,2011-04-28,941.20,904.15,944.70,903.03,1934849,5251372544.00,4.42
399006,创业板指,2011-04-29,901.16,912.72,912.72,897.20,1317671,3479072512.00,1.72
399006,创业板指,2011-05-03,911.79,922.07,923.06,907.28,1226499,3188961536.00,1.73
399006,创业板指,2011-05-04,919.67,903.98,919.67,901.92,1270601,3320308480.00,1.93
399006,创业板指,2011-05-05,901.47,914.59,919.60,900.35,1473808,3827690752.00,2.13
399006,创业板指,2011-05-06,910.14,918.28,920.77,904.74,1334006,3522256128.00,1.75
399006,创业板指,2011-05-09,920.12,931.77,935.90,920.12,1557071,3716391936.00,1.72
399006,创业板指,2011-05-10,932.88,931.21,933.24,925.04,1267213,3183773184.00,0.88
399006,创业板指,2011-05-11,931.51,929.95,933.28,923.26,1596040,4410316800.00,1.08
399006,创业板指,2011-05-12,927.15,909.26,927.15,909.14,1646752,4266441984.00,1.94
399006,创业板指,2011-05-13,909.24,909.77,912.61,897.80,1544289,3926926592.00,1.63
399006,创业板指,2011-05-16,911.34,906.34,916.02,906.08,1332883,3472835584.00,1.09
399006,创业板指,2011-05-17,903.98,895.15,904.48,890.36,1624413,3917310976.00,1.56
399006,创业板指,2011-05-18,891.99,890.79,894.89,888.17,1744464,4078169856.00,0.75
399006,创业板指,2011-05-19,891.48,884.89,895.54,883.87,1448972,3346405632.00,1.31
399006,创业板指,2011-05-20,884.06,875.43,884.33,873.87,1416626,3351488768.00,1.18
399006,创业板指,2011-05-23,873.31,840.90,873.59,840.65,2047422,4393330176.00,3.76
399006,创业板指,2011-05-24,836.79,870.94,876.60,828.50,2782844,5944869376.00,5.72
399006,创业板指,2011-05-25,867.68,842.35,867.68,842.12,2176375,4720996352.00,2.93
399006,创业板指,2011-05-26,843.62,830.92,852.98,830.64,1741445,3719252480.00,2.65
399006,创业板指,2011-05-27,830.60,822.94,835.87,819.87,1849514,3744635392.00,1.93
399006,创业板指,2011-05-30,819.87,834.32,844.97,816.39,2335782,4571867136.00,3.47
399006,创业板指,2011-05-31,836.35,846.32,846.32,828.66,2499466,5157702144.00,2.12
399006,创业板指,2011-06-01,846.48,851.17,852.66,843.29,2358778,4868532736.00,1.11
399006,创业板指,2011-06-02,841.52,833.74,841.52,823.10,2095702,4407383040.00,2.16
399006,创业板指,2011-06-03,833.44,847.54,849.73,832.53,1958064,4140481280.00,2.06
399006,创业板指,2011-06-07,845.25,847.71,848.22,842.46,1598940,3329774080.00,0.68
399006,创业板指,2011-06-08,846.67,844.98,846.92,836.99,2043436,4330927616.00,1.17
399006,创业板指,2011-06-09,843.58,828.02,843.58,828.02,2017611,4139096576.00,1.84
399006,创业板指,2011-06-10,825.55,824.03,826.54,811.09,1785816,3664235008.00,1.87
399006,创业板指,2011-06-13,820.24,829.36,833.25,811.39,1614046,3333026304.00,2.65
399006,创业板指,2011-06-14,829.51,838.47,840.69,829.27,1703028,3507106560.00,1.38
399006,创业板指,2011-06-15,837.53,827.53,840.53,826.94,2073052,4080174080.00,1.62
399006,创业板指,2011-06-16,822.37,810.71,822.55,809.93,1731523,3371611904.00,1.53
399006,创业板指,2011-06-17,809.16,802.64,813.21,801.30,1428628,2766363392.00,1.47
399006,创业板指,2011-06-20,800.62,791.76,800.62,787.57,1477888,2876136960.00,1.63
399006,创业板指,2011-06-21,791.99,795.61,796.85,786.33,1508401,2999277056.00,1.33
399006,创业板指,2011-06-22,797.42,791.51,798.24,788.56,1847725,3505317120.00,1.22
399006,创业板指,2011-06-23,790.70,814.44,815.78,783.86,3043269,5943585280.00,4.03
399006,创业板指,2011-06-24,812.30,832.32,835.30,810.58,3506956,6994282496.00,3.04
399006,创业板指,2011-06-27,832.62,843.86,850.39,832.62,3397416,6864338432.00,2.13
399006,创业板指,2011-06-28,843.98,844.18,844.96,836.94,2329661,4672379392.00,0.95
399006,创业板指,2011-06-29,844.85,836.38,850.36,836.38,2870804,5872460800.00,1.66
399006,创业板指,2011-06-30,834.82,845.92,846.88,834.82,2412281,4891356672.00,1.44
399006,创业板指,2011-07-01,847.54,855.27,862.34,847.54,3052681,6170353152.00,1.75
399006,创业板指,2011-07-04,856.50,876.17,876.17,856.50,3605971,7354355200.00,2.30
399006,创业板指,2011-07-05,877.52,883.42,885.78,876.90,3429034,7175438336.00,1.01
399006,创业板指,2011-07-06,881.60,894.28,894.28,877.82,4005587,8639827968.00,1.86
399006,创业板指,2011-07-07,893.60,899.80,911.87,891.73,4980368,10655699968.00,2.25
399006,创业板指,2011-07-08,899.47,894.91,902.05,888.22,3350704,7319716352.00,1.54
399006,创业板指,2011-07-11,894.07,903.31,903.90,889.82,3138543,6624469504.00,1.57
399006,创业板指,2011-07-12,895.49,891.52,898.98,888.58,4134161,8670305280.00,1.15
399006,创业板指,2011-07-13,890.30,913.09,913.09,890.30,3773358,8157267456.00,2.56
399006,创业板指,2011-07-14,913.49,932.78,932.78,913.49,5124319,10920513536.00,2.11
399006,创业板指,2011-07-15,935.54,951.14,951.40,933.49,6429022,13881475072.00,1.92
399006,创业板指,2011-07-18,952.03,946.12,959.27,944.10,4886468,11029386240.00,1.59
399006,创业板指,2011-07-19,940.42,927.30,940.42,924.09,4242889,9703353344.00,1.73
399006,创业板指,2011-07-20,932.21,930.83,937.75,920.22,3652248,8278151168.00,1.89
399006,创业板指,2011-07-21,930.26,915.37,930.89,915.37,3321787,7316006912.00,1.67
399006,创业板指,2011-07-22,917.63,923.99,929.93,917.63,3272156,7457390592.00,1.34
399006,创业板指,2011-07-25,920.85,887.06,920.85,884.10,4313444,9649921024.00,3.98
399006,创业板指,2011-07-26,884.02,892.54,892.54,878.16,2911907,6559334400.00,1.62
399006,创业板指,2011-07-27,890.03,915.55,917.16,883.97,3884076,9233374208.00,3.72
399006,创业板指,2011-07-28,907.25,919.40,920.03,902.50,3749075,9080102912.00,1.91
399006,创业板指,2011-07-29,919.53,913.28,924.84,910.24,3734791,8776328192.00,1.59
399006,创业板指,2011-08-01,911.94,927.38,931.37,910.98,3717874,9110393856.00,2.23
399006,创业板指,2011-08-02,923.09,932.12,932.12,905.01,4822299,11269097472.00,2.92
399006,创业板指,2011-08-03,922.81,945.51,951.59,918.64,6078198,14886598656.00,3.53
399006,创业板指,2011-08-04,944.83,937.47,950.03,935.41,4490789,10914950144.00,1.55
399006,创业板指,2011-08-05,905.16,919.18,926.62,899.32,4278637,10291980288.00,2.91
399006,创业板指,2011-08-08,908.08,877.44,913.32,859.16,4853829,11073537024.00,5.89
399006,创业板指,2011-08-09,849.00,878.76,884.84,835.28,4248659,9836040192.00,5.65
